sport,position,retire_year,retire_age,years_played
nhl,C,2009,34,6
nhl,C,2016,23,13
nhl,D,2009,26,6
nhl,C,2011,32,8
nhl,LW,2013,31,10
nhl,C,2014,27,11
nhl,C,2009,32,6
nhl,C,2009,32,6
nhl,D,2010,34,7
nhl,D,2010,34,7
nhl,LW,2015,23,12
nhl,LW,2012,23,9
nhl,LW,2009,23,6
nhl,RW,2013,30,10
nhl,LW,2009,32,6
nhl,LW,2016,20,13
nhl,C,2011,33,8
nhl,D,2013,30,10
nhl,C,2009,28,6
nhl,D,2015,28,12
nhl,RW,2018,22,15
nhl,LW,2015,24,12
nhl,C,2009,32,6
nhl,C,2004,43,1
nhl,RW,2004,33,1
nhl,D,2013,26,10
nhl,LW,2018,23,15
nhl,LW,2014,31,11
nhl,RW,2015,25,12
nhl,RW,2010,29,7
nhl,C,2009,26,6
nhl,D,2010,27,7
nhl,C,2018,23,15
nhl,D,2011,27,8
nhl,D,2009,33,6
nhl,D,2011,24,8
nhl,RW,2012,25,9
nhl,RW,2009,30,6
nhl,D,2018,26,15
nhl,RW,2006,31,3
nhl,LW,2004,36,1
nhl,C,2011,32,8
nhl,LW,2006,31,3
nhl,C,2004,24,1
nhl,RW,2018,21,15
nhl,LW,2011,25,8
nhl,C,2016,25,13
nhl,C,2009,34,6
nhl,C,2009,23,6
nhl,C,2004,40,1
nhl,C,2009,29,6
nhl,RW,2006,40,3
nhl,LW,2010,25,7
nhl,LW,2013,25,10
nhl,C,2018,18,15
nhl,LW,2011,26,8
nhl,D,2009,33,6
nhl,D,2016,27,13
nhl,D,2016,24,13
nhl,C,2010,33,7
nhl,D,2012,33,9
nhl,LW,2004,28,1
nhl,LW,2009,27,6
nhl,RW,2006,26,3
nhl,D,2009,24,6
nhl,C,2009,28,6
nhl,C,2009,31,6
nhl,LW,2009,31,6
nhl,C,2009,33,6
nhl,LW,2010,29,7
nhl,C,2006,33,3
nhl,D,2011,30,8
nhl,RW,2011,26,8
nhl,LW,2009,33,6
nhl,D,2012,26,9
nhl,D,2013,27,10
nhl,C,2010,30,7
nhl,LW,2009,34,6
nhl,C,2012,30,9
nhl,LW,2014,22,11
nhl,C,2009,23,6
nhl,C,2009,30,6
nhl,RW,2009,27,6
nhl,D,2011,27,8
nhl,RW,2016,20,13
nhl,RW,2011,19,8
nhl,RW,2018,20,15
nhl,D,2009,23,6
nhl,D,2017,23,14
nhl,C,2011,30,8
nhl,LW,2018,21,15
nhl,C,2009,30,6
nhl,LW,2010,31,7
nhl,C,2013,26,10
nhl,RW,2009,28,6
nhl,C,2006,27,3
nhl,D,2015,23,12
nhl,LW,2010,28,7
nhl,LW,2012,28,9
nhl,LW,2006,32,3
nhl,RW,2014,33,11
nhl,RW,2009,26,6
nhl,C,2006,32,3
nhl,C,2009,28,6
nhl,D,2009,29,6
nhl,C,2009,30,6
nhl,RW,2009,23,6
nhl,C,2009,28,6
nhl,D,2014,25,11
nhl,D,2009,32,6
nhl,RW,2010,24,7
nhl,C,2009,32,6
nhl,RW,2009,26,6
nhl,RW,2009,37,6
nhl,C,2004,31,1
nhl,C,2013,23,10
nhl,C,2009,25,6
nhl,C,2018,19,15
nhl,LW,2012,25,9
nhl,LW,2004,34,1
nhl,D,2009,33,6
nhl,D,2013,25,10
nhl,LW,2010,30,7
nhl,RW,2011,27,8
nhl,RW,2012,31,9
nhl,LW,2009,25,6
nhl,RW,2009,30,6
nhl,C,2004,32,1
nhl,D,2009,25,6
nhl,LW,2013,26,10
nhl,D,2011,32,8
nhl,RW,2006,34,3
nhl,D,2011,25,8
nhl,RW,2018,25,15
nhl,C,2013,21,10
nhl,LW,2009,22,6
nhl,C,2015,20,12
nhl,C,2009,33,6
nhl,RW,2011,29,8
nhl,RW,2006,22,3
nhl,LW,2010,27,7
nhl,C,2011,28,8
nhl,D,2015,27,12
nhl,C,2009,35,6
nhl,D,2013,29,10
nhl,C,2011,27,8
nhl,D,2004,29,1
nhl,D,2009,32,6
nhl,D,2009,30,6
nhl,LW,2009,32,6
nhl,RW,2009,29,6
nhl,LW,2011,29,8
nhl,LW,2012,23,9
nhl,D,2009,28,6
nhl,LW,2013,23,10
nhl,D,2017,25,14
nhl,D,2012,30,9
nhl,D,2006,31,3
nhl,D,2009,31,6
nhl,RW,2006,25,3
nhl,C,2018,20,15
nhl,RW,2006,31,3
nhl,RW,2014,23,11
nhl,LW,2009,33,6
nhl,LW,2004,30,1
nhl,C,2016,25,13
nhl,LW,2009,27,6
nhl,D,2013,20,10
nhl,D,2010,29,7
nhl,LW,2011,25,8
nhl,RW,2010,30,7
nhl,LW,2013,29,10
nhl,C,2009,28,6
nhl,LW,2009,30,6
nhl,LW,2016,24,13
nhl,RW,2013,28,10
nhl,LW,2009,31,6
nhl,D,2013,23,10
nhl,D,2018,21,15
nhl,C,2009,32,6
nhl,D,2014,29,11
nhl,C,2006,34,3
nhl,D,2009,30,6
nhl,D,2006,32,3
nhl,LW,2008,27,5
nhl,RW,2009,30,6
nhl,RW,2009,23,6
nhl,RW,2015,23,12
nhl,RW,2012,27,9
nhl,C,2015,23,12
nhl,LW,2004,31,1
nhl,RW,2018,22,15
nhl,C,2009,33,6
nhl,C,2009,27,6
nhl,LW,2006,28,3
nhl,RW,2011,27,8
nhl,C,2011,27,8
nhl,D,2014,26,11
nhl,D,2015,24,12
nhl,D,2010,24,7
nhl,C,2009,32,6
nhl,LW,2014,25,11
nhl,C,2011,23,8
nhl,LW,2009,25,6
nhl,D,2013,26,10
nhl,RW,2006,35,3
nhl,RW,2009,24,6
nhl,C,2004,38,1
nhl,D,2009,30,6
nhl,D,2009,33,6
nhl,D,2004,32,1
nhl,D,2018,22,15
nhl,D,2013,27,10
nhl,D,2009,26,6
nhl,LW,2015,25,12
nhl,RW,2006,22,3
nhl,LW,2012,24,9
nhl,D,2014,27,11
nhl,D,2015,25,12
nhl,RW,2014,18,11
nhl,C,2009,29,6
nhl,RW,2010,30,7
nhl,LW,2016,19,13
nhl,LW,2004,40,1
nhl,RW,2013,25,10
nhl,C,2012,26,9
nhl,C,2006,29,3
nhl,C,2006,27,3
nhl,C,2004,31,1
nhl,C,2006,32,3
nhl,C,2009,34,6
nhl,D,2012,29,9
nhl,LW,2014,19,11
nhl,D,2010,31,7
nhl,RW,2008,22,5
nhl,C,2009,26,6
nhl,C,2016,21,13
nhl,C,2009,24,6
nhl,RW,2004,34,1
nhl,RW,2009,25,6
nhl,D,2012,28,9
nhl,D,2009,26,6
nhl,D,2006,33,3
nhl,D,2006,27,3
nhl,D,2015,25,12
nhl,RW,2009,26,6
nhl,D,2010,42,7
nhl,D,2009,24,6
nhl,D,2009,30,6
nhl,LW,2006,28,3
nhl,LW,2014,22,11
nhl,RW,2006,28,3
nhl,RW,2009,23,6
nhl,RW,2006,34,3
nhl,LW,2009,28,6
nhl,RW,2011,24,8
nhl,D,2009,27,6
nhl,D,2013,26,10
nhl,D,2006,30,3
nhl,D,2018,20,15
nhl,C,2004,24,1
nhl,C,2015,20,12
nhl,D,2009,30,6
nhl,C,2018,27,15
nhl,D,2009,27,6
nhl,D,2011,27,8
nhl,C,2004,36,1
nhl,D,2006,23,3
nhl,D,2006,37,3
nhl,D,2006,34,3
nhl,D,2006,35,3
nhl,D,2009,28,6
nhl,D,2014,25,11
nhl,D,2004,26,1
nhl,D,2010,25,7
nhl,D,2009,29,6
nhl,LW,2009,26,6
nhl,RW,2009,27,6
nhl,RW,2006,30,3
nhl,LW,2011,26,8
nhl,RW,2012,22,9
nhl,C,2013,29,10
nhl,RW,2009,28,6
nhl,D,2009,23,6
nhl,D,2006,34,3
nhl,D,2015,23,12
nhl,D,2014,28,11
nhl,RW,2009,20,6
nhl,C,2004,41,1
nhl,RW,2004,36,1
nhl,LW,2006,31,3
nhl,LW,2015,26,12
nhl,C,2006,35,3
nhl,RW,2009,26,6
nhl,LW,2015,25,12
nhl,RW,2014,21,11
nhl,RW,2010,27,7
nhl,D,2012,23,9
nhl,D,2006,23,3
nhl,C,2010,29,7
nhl,D,2009,35,6
nhl,D,2009,28,6
nhl,RW,2009,33,6
nhl,RW,2017,24,14
nhl,RW,2006,36,3
nhl,RW,2012,25,9
nhl,D,2004,32,1
nhl,RW,2009,23,6
nhl,D,2017,21,14
nhl,D,2009,23,6
nhl,D,2009,31,6
nhl,D,2004,29,1
nhl,D,2016,24,13
nhl,D,2006,35,3
nhl,D,2009,31,6
nhl,D,2004,31,1
nhl,D,2004,27,1
nhl,D,2009,27,6
nhl,C,2013,25,10
nhl,LW,2011,25,8
nhl,C,2018,21,15
nhl,C,2004,32,1
nhl,RW,2006,30,3
nhl,RW,2009,25,6
nhl,C,2004,36,1
nhl,D,2011,29,8
nhl,D,2009,33,6
nhl,LW,2018,21,15
nhl,RW,2011,28,8
nhl,LW,2004,26,1
nhl,RW,2004,26,1
nhl,D,2016,26,13
nhl,D,2009,32,6
nhl,C,2009,31,6
nhl,C,2004,24,1
nhl,LW,2009,26,6
nhl,RW,2011,20,8
nhl,LW,2010,32,7
nhl,C,2012,23,9
nhl,D,2011,29,8
nhl,D,2013,26,10
nhl,D,2006,23,3
nhl,C,2004,33,1
nhl,D,2015,26,12
nhl,D,2014,21,11
nhl,D,2012,26,9
nhl,LW,2004,23,1
nhl,RW,2006,32,3
nhl,LW,2010,23,7
nhl,D,2009,26,6
nhl,C,2014,24,11
nhl,C,2004,31,1
nhl,C,2004,25,1
nhl,C,2009,28,6
nhl,C,2004,30,1
nhl,D,2009,23,6
nhl,RW,2009,25,6
nhl,LW,2018,24,15
nhl,RW,2004,31,1
nhl,D,2011,29,8
nhl,D,2009,27,6
nhl,D,2004,39,1
nhl,LW,2017,21,14
nhl,LW,2004,36,1
nhl,D,2010,28,7
nhl,D,2006,34,3
nhl,D,2016,21,13
nhl,C,2004,34,1
nhl,RW,2013,29,10
nhl,RW,2009,31,6
nhl,C,2012,26,9
nhl,C,2006,24,3
nhl,LW,2012,26,9
nhl,LW,2010,32,7
nhl,C,2009,26,6
nhl,LW,2009,28,6
nhl,RW,2006,28,3
nhl,D,2009,29,6
nhl,RW,2009,27,6
nhl,C,2011,27,8
nhl,D,2004,40,1
nhl,D,2009,27,6
nhl,RW,2004,21,1
nhl,D,2017,24,14
nhl,LW,2009,29,6
nhl,C,2004,26,1
nhl,D,2004,27,1
nhl,C,2004,31,1
nhl,C,2009,21,6
nhl,D,2004,38,1
nhl,C,2004,43,1
nhl,D,2012,32,9
nhl,D,2004,37,1
nhl,RW,2009,28,6
nhl,RW,2006,23,3
nhl,RW,2009,28,6
nhl,LW,2004,37,1
nhl,LW,2006,27,3
nhl,C,2018,23,15
nhl,C,2012,22,9
nhl,D,2006,32,3
nhl,D,2006,27,3
nhl,RW,2009,27,6
nhl,D,2011,28,8
nhl,RW,2009,25,6
nhl,C,2010,23,7
nhl,D,2009,28,6
nhl,LW,2015,22,12
nhl,D,2010,22,7
nhl,RW,2009,29,6
nhl,D,2009,31,6
nhl,D,2018,23,15
nhl,D,2014,25,11
nhl,D,2006,32,3
nhl,RW,2004,23,1
nhl,RW,2006,29,3
nhl,C,2010,23,7
nhl,RW,2004,28,1
nhl,C,2006,28,3
nhl,LW,2004,34,1
nhl,C,2014,27,11
nhl,D,2006,26,3
nhl,C,2006,23,3
nhl,D,2014,28,11
nhl,RW,2006,22,3
nhl,C,2006,38,3
nhl,D,2009,25,6
nhl,LW,2004,28,1
nhl,RW,2006,22,3
nhl,C,2004,35,1
nhl,D,2011,23,8
nhl,LW,2004,24,1
nhl,D,2006,30,3
nhl,RW,2017,20,14
nhl,D,2009,25,6
nhl,LW,2006,28,3
nhl,D,2004,35,1
nhl,D,2015,27,12
nhl,D,2010,31,7
nhl,D,2009,29,6
nhl,D,2013,20,10
nhl,D,2010,26,7
nhl,C,2013,26,10
nhl,D,2006,30,3
nhl,D,2011,21,8
nhl,C,2006,21,3
nhl,D,2006,33,3
nhl,RW,2009,25,6
nhl,LW,2009,26,6
nhl,C,2018,22,15
nhl,D,2014,27,11
nhl,C,2004,21,1
nhl,D,2004,28,1
nhl,LW,2004,26,1
nhl,C,2004,29,1
nhl,D,2013,28,10
nhl,RW,2004,25,1
nhl,D,2009,28,6
nhl,D,2015,23,12
nhl,D,2009,33,6
nhl,D,2011,31,8
nhl,D,2006,27,3
nhl,D,2009,34,6
nhl,D,2004,33,1
nhl,D,2004,29,1
nhl,D,2017,20,14
nhl,D,2006,27,3
nhl,D,2010,20,7
nhl,D,2006,32,3
nhl,D,2015,21,12
nhl,D,2011,28,8
nhl,D,2009,23,6
nhl,D,2009,26,6
nhl,LW,2016,21,13
nhl,LW,2009,23,6
nhl,D,2004,27,1
nhl,LW,2009,27,6
nhl,LW,2013,27,10
nhl,LW,2004,23,1
nhl,LW,2009,24,6
nhl,D,2004,25,1
nhl,RW,2012,25,9
nhl,D,2009,23,6
nhl,D,2004,36,1
nhl,RW,2018,18,15
nhl,D,2018,20,15
nhl,LW,2006,27,3
nhl,D,2006,31,3
nhl,C,2017,20,14
nhl,C,2009,25,6
nhl,D,2009,34,6
nhl,D,2010,23,7
nhl,RW,2004,26,1
nhl,D,2004,25,1
nhl,D,2004,36,1
nhl,LW,2018,24,15
nhl,LW,2009,26,6
nhl,D,2009,35,6
nhl,RW,2004,26,1
nhl,RW,2006,23,3
nhl,RW,2004,31,1
nhl,RW,2006,30,3
nhl,LW,2009,23,6
nhl,D,2004,26,1
nhl,RW,2004,28,1
nhl,LW,2006,30,3
nhl,D,2004,26,1
nhl,C,2004,31,1
nhl,RW,2009,20,6
nhl,C,2018,19,15
nhl,C,2015,20,12
nhl,D,2010,26,7
nhl,D,2009,22,6
nhl,D,2004,24,1
nhl,RW,2006,21,3
nhl,RW,2018,19,15
nhl,LW,2010,24,7
nhl,D,2018,23,15
nhl,D,2004,34,1
nhl,C,2004,23,1
nhl,D,2009,31,6
nhl,D,2006,32,3
nhl,D,2009,24,6
nhl,D,2004,30,1
nhl,LW,2013,23,10
nhl,C,2009,26,6
nhl,LW,2006,23,3
nhl,LW,2004,26,1
nhl,LW,2009,26,6
nhl,D,2006,35,3
nhl,D,2009,22,6
nhl,LW,2009,24,6
nhl,D,2006,39,3
nhl,C,2004,37,1
nhl,C,2004,24,1
nhl,C,2009,26,6
nhl,LW,2006,27,3
nhl,D,2006,34,3
nhl,D,2009,22,6
nhl,LW,2004,34,1
nhl,RW,2009,26,6
nhl,D,2009,28,6
nhl,C,2006,30,3
nhl,C,2009,26,6
nhl,D,2011,28,8
nhl,RW,2006,21,3
nhl,C,2004,25,1
nhl,D,2013,20,10
nhl,D,2011,22,8
nhl,D,2009,31,6
nhl,D,2004,30,1
nhl,C,2004,32,1
nhl,D,2014,22,11
nhl,D,2004,31,1
nhl,LW,2009,27,6
nhl,D,2004,25,1
nhl,LW,2006,23,3
nhl,LW,2006,26,3
nhl,C,2006,25,3
nhl,LW,2004,27,1
nhl,C,2009,24,6
nhl,C,2011,23,8
nhl,D,2004,31,1
nhl,C,2009,24,6
nhl,LW,2016,27,13
nhl,LW,2004,28,1
nhl,RW,2004,33,1
nhl,RW,2004,24,1
nhl,C,2017,20,14
nhl,D,2016,22,13
nhl,RW,2016,22,13
nhl,RW,2004,29,1
nhl,LW,2004,24,1
nhl,LW,2004,30,1
nhl,D,2009,32,6
nhl,D,2012,24,9
nhl,LW,2006,29,3
nhl,RW,2006,27,3
nhl,D,2009,23,6
nhl,C,2009,24,6
nhl,D,2016,25,13
nhl,D,2015,21,12
nhl,D,2006,28,3
nhl,D,2010,27,7
nhl,D,2004,28,1
nhl,D,2006,27,3
nhl,D,2010,23,7
nhl,D,2004,27,1
nhl,LW,2006,33,3
nhl,LW,2004,30,1
nhl,C,2018,23,15
nhl,D,2004,25,1
nhl,C,2011,23,8
nhl,D,2009,26,6
nhl,C,2009,24,6
nhl,C,2010,22,7
nhl,RW,2009,24,6
nhl,LW,2004,23,1
nhl,LW,2010,23,7
nhl,LW,2011,21,8
nhl,RW,2011,21,8
nhl,RW,2004,27,1
nhl,D,2011,27,8
nhl,LW,2015,19,12
nhl,RW,2009,22,6
nhl,RW,2004,26,1
nhl,D,2013,27,10
nhl,RW,2009,29,6
nhl,LW,2008,23,5
nhl,D,2018,22,15
nhl,LW,2009,22,6
nhl,RW,2011,24,8
nhl,LW,2004,38,1
nhl,C,2004,23,1
nhl,D,2017,21,14
nhl,C,2009,24,6
nhl,LW,2008,24,5
nhl,C,2004,25,1
nhl,D,2004,27,1
nhl,RW,2004,26,1
nhl,RW,2009,28,6
nhl,D,2004,35,1
nhl,LW,2009,24,6
nhl,C,2009,24,6
nhl,D,2013,19,10
nhl,C,2004,24,1
nhl,D,2009,24,6
nhl,RW,2009,27,6
nhl,LW,2006,22,3
nhl,D,2004,40,1
nhl,C,2004,28,1
nhl,RW,2004,38,1
nhl,D,2009,28,6
nhl,D,2004,32,1
nhl,D,2004,31,1
nhl,D,2006,23,3
nhl,C,2004,22,1
nhl,C,2004,27,1
nhl,LW,2008,23,5
nhl,D,2004,23,1
nhl,C,2009,18,6
nhl,D,2009,23,6
nhl,D,2004,33,1
nhl,RW,2006,24,3
nhl,C,2009,27,6
nhl,C,2006,31,3
nhl,RW,2017,19,14
nhl,C,2013,23,10
nhl,C,2009,21,6
nhl,LW,2004,22,1
nhl,RW,2004,35,1
nhl,C,2006,24,3
nhl,RW,2004,27,1
nhl,RW,2017,26,14
nhl,LW,2006,22,3
nhl,D,2004,25,1
nhl,D,2004,28,1
nhl,D,2006,19,3
nhl,C,2009,22,6
nhl,RW,2004,25,1
nhl,LW,2009,24,6
nhl,D,2016,21,13
nhl,C,2004,25,1
nhl,LW,2006,29,3
nhl,RW,2009,20,6
nhl,D,2014,23,11
nhl,C,2006,22,3
nhl,D,2004,36,1
nhl,D,2013,22,10
nhl,RW,2004,20,1
nhl,RW,2011,23,8
nhl,RW,2009,26,6
nhl,C,2004,27,1
nhl,D,2014,20,11
nhl,C,2004,23,1
nhl,D,2004,25,1
nhl,D,2009,31,6
nhl,D,2006,23,3
nhl,D,2009,22,6
nhl,D,2004,26,1
nhl,D,2004,27,1
nhl,C,2018,20,15
nhl,LW,2010,24,7
nhl,C,2004,28,1
nhl,RW,2004,26,1
nhl,D,2004,27,1
nhl,C,2018,22,15
nhl,LW,2004,28,1
nhl,D,2009,30,6
nhl,D,2004,28,1
nhl,D,2004,28,1
nhl,C,2009,24,6
nhl,C,2004,31,1
nhl,LW,2009,24,6
nhl,C,2009,22,6
nhl,D,2009,25,6
nhl,D,2004,23,1
nhl,LW,2009,22,6
nhl,D,2004,28,1
nhl,RW,2004,22,1
nhl,C,2014,24,11
nhl,LW,2009,20,6
nhl,LW,2004,23,1
nhl,C,2004,27,1
nhl,RW,2004,23,1
nhl,LW,2018,20,15
nhl,D,2012,23,9
nhl,RW,2009,23,6
nhl,D,2004,27,1
nhl,C,2004,23,1
nhl,LW,2004,31,1
nhl,LW,2004,24,1
nhl,LW,2004,28,1
nhl,D,2004,23,1
nhl,RW,2004,30,1
nhl,C,2016,21,13
nhl,D,2004,31,1
nhl,RW,2004,33,1
nhl,LW,2016,20,13
nhl,D,2012,24,9
nhl,D,2004,22,1
nhl,C,2004,31,1
nhl,LW,2012,27,9
nhl,C,2004,24,1
nhl,LW,2004,26,1
nhl,D,2004,31,1
nhl,RW,2004,25,1
nhl,C,2017,23,14
nhl,C,2006,27,3
nhl,D,2004,24,1
nhl,LW,2006,25,3
nhl,RW,2004,34,1
nhl,D,2004,25,1
nhl,LW,2009,26,6
nhl,C,2009,26,6
nhl,LW,2004,27,1
nhl,RW,2006,28,3
nhl,C,2016,20,13
nhl,C,2004,26,1
nhl,RW,2004,34,1
nhl,LW,2004,22,1
nhl,D,2012,23,9
nhl,C,2004,22,1
nhl,D,2012,22,9
nhl,RW,2004,24,1
nhl,LW,2010,25,7
nhl,C,2018,23,15
nhl,C,2008,27,5
nhl,D,2004,25,1
nhl,D,2008,21,5
nhl,LW,2004,22,1
nhl,D,2004,22,1
nhl,LW,2004,23,1
nhl,LW,2004,22,1
nhl,D,2004,23,1
nhl,D,2009,21,6
nhl,LW,2009,24,6
nhl,RW,2004,24,1
nhl,LW,2004,32,1
nhl,D,2004,20,1
nhl,C,2004,23,1
nhl,RW,2004,29,1
nhl,D,2004,24,1
nhl,D,2009,21,6
nhl,C,2011,21,8
nhl,LW,2004,28,1
nhl,D,2004,20,1
nhl,D,2011,23,8
nhl,RW,2006,23,3
nhl,C,2009,24,6
nhl,C,2004,27,1
nhl,RW,2009,23,6
nhl,D,2009,24,6
nhl,RW,2015,21,12
nhl,LW,2004,24,1
nhl,LW,2004,34,1
nhl,RW,2004,29,1
nhl,C,2009,28,6
nhl,D,2006,26,3
nhl,LW,2009,21,6
nhl,C,2004,29,1
nhl,LW,2004,23,1
nhl,LW,2018,21,15
nhl,C,2004,25,1
nhl,C,2009,24,6
nhl,D,2004,24,1
nhl,RW,2018,21,15
nhl,D,2010,21,7
nhl,D,2006,30,3
nhl,C,2011,25,8
nhl,RW,2006,22,3
nhl,C,2006,22,3
nhl,D,2004,35,1
nhl,RW,2004,22,1
nhl,LW,2004,25,1
nhl,D,2018,22,15
nhl,LW,2006,20,3
nhl,RW,2004,23,1
nhl,RW,2004,24,1
nhl,LW,2004,34,1
nhl,RW,2004,28,1
nhl,C,2010,21,7
nhl,LW,2004,26,1
nhl,D,2008,20,5
nhl,C,2004,28,1
nhl,RW,2004,23,1
nhl,D,2006,23,3
nhl,LW,2004,24,1
nhl,RW,2009,22,6
nhl,RW,2004,25,1
nhl,C,2004,23,1
nhl,C,2004,33,1
nhl,D,2004,24,1
nhl,C,2004,21,1
nhl,D,2015,25,12
nhl,RW,2004,28,1
nhl,C,2013,20,10
nhl,C,2004,34,1
nhl,C,2006,27,3
nhl,RW,2004,23,1
nhl,D,2014,22,11
nhl,RW,2004,24,1
nhl,C,2018,23,3
nhl,C,2018,40,11
nhl,RW,2018,28,5
nhl,C,2018,42,12
nhl,C,2018,26,5
nhl,LW,2018,33,8
nhl,RW,2018,41,12
nhl,C,2018,41,12
nhl,RW,2018,40,10
nhl,C,2018,42,13
nhl,LW,2018,44,13
nhl,C,2018,36,10
nhl,C,2018,21,2
nhl,LW,2018,37,9
nhl,RW,2018,37,10
nhl,LW,2018,28,5
nhl,RW,2018,23,3
nhl,C,2018,35,9
nhl,C,2018,29,5
nhl,LW,2018,28,3
nhl,RW,2018,24,4
nhl,LW,2018,36,9
nhl,C,2018,26,5
nhl,C,2018,28,4
nhl,C,2018,33,8
nhl,C,2018,31,7
nhl,RW,2018,39,11
nhl,C,2018,47,15
nhl,C,2018,32,6
nhl,C,2018,28,5
nhl,RW,2018,42,12
nhl,C,2018,40,11
nhl,C,2018,37,10
nhl,C,2018,25,4
nhl,RW,2018,20,2
nhl,C,2018,34,9
nhl,C,2018,29,6
nhl,C,2018,21,2
nhl,RW,2018,29,6
nhl,D,2018,36,9
nhl,D,2018,46,15
nhl,C,2018,30,6
nhl,D,2018,28,4
nhl,C,2018,44,12
nhl,LW,2018,39,11
nhl,C,2018,22,2
nhl,RW,2018,31,6
nhl,RW,2018,21,2
nhl,RW,2018,36,9
nhl,D,2018,27,4
nhl,C,2018,20,2
nhl,C,2018,23,3
nhl,C,2018,28,6
nhl,C,2018,28,3
nhl,C,2018,27,5
nhl,C,2018,27,5
nhl,LW,2018,32,7
nhl,C,2018,46,15
nhl,D,2018,35,9
nhl,C,2018,23,3
nhl,C,2018,21,2
nhl,D,2018,35,9
nhl,LW,2018,31,7
nhl,C,2018,32,6
nhl,RW,2018,30,6
nhl,LW,2018,27,4
nhl,RW,2018,47,15
nhl,C,2018,36,9
nhl,C,2018,44,13
nhl,C,2018,23,3
nhl,C,2018,34,9
nhl,D,2018,37,10
nhl,LW,2018,23,3
nhl,C,2018,30,7
nhl,RW,2018,32,7
nhl,C,2018,35,9
nhl,RW,2018,34,8
nhl,D,2018,32,7
nhl,C,2018,31,7
nhl,D,2018,36,9
nhl,C,2018,29,6
nhl,D,2018,32,7
nhl,LW,2018,22,2
nhl,D,2018,27,5
nhl,C,2018,34,7
nhl,C,2018,34,8
nhl,LW,2018,46,13
nhl,D,2018,42,12
nhl,LW,2018,51,15
nhl,RW,2018,21,2
nhl,LW,2018,30,5
nhl,C,2018,35,9
nhl,LW,2018,51,15
nhl,RW,2018,30,6
nhl,C,2018,31,7
nhl,LW,2018,34,9
nhl,D,2018,37,10
nhl,LW,2018,36,9
nhl,D,2018,33,7
nhl,C,2018,43,12
nhl,LW,2018,37,8
nhl,RW,2018,20,1
nhl,D,2018,33,7
nhl,C,2018,19,1
nhl,D,2018,27,5
nhl,C,2018,22,2
nhl,C,2018,39,11
nhl,C,2018,28,6
nhl,D,2018,41,12
nhl,C,2018,34,7
nhl,D,2018,45,13
nhl,C,2018,38,11
nhl,RW,2018,50,15
nhl,D,2018,27,5
nhl,C,2018,34,8
nhl,C,2018,32,6
nhl,C,2018,25,4
nhl,C,2018,51,15
nhl,C,2018,30,6
nhl,RW,2018,40,10
nhl,RW,2018,44,13
nhl,C,2018,32,8
nhl,LW,2018,21,2
nhl,LW,2018,19,1
nhl,LW,2018,24,4
nhl,C,2018,24,2
nhl,RW,2018,25,3
nhl,C,2018,29,5
nhl,C,2018,30,7
nhl,C,2018,23,2
nhl,C,2018,33,6
nhl,C,2018,21,2
nhl,C,2018,52,15
nhl,C,2018,40,10
nhl,C,2018,30,6
nhl,C,2018,30,7
nhl,RW,2018,34,7
nhl,C,2018,40,11
nhl,LW,2018,25,4
nhl,C,2018,28,5
nhl,RW,2018,38,10
nhl,C,2018,40,12
nhl,C,2018,45,13
nhl,C,2018,37,10
nhl,D,2018,44,13
nhl,LW,2018,24,3
nhl,C,2018,46,13
nhl,D,2018,23,1
nhl,D,2018,29,6
nhl,RW,2018,28,4
nhl,C,2018,25,4
nhl,C,2018,42,12
nhl,C,2018,27,5
nhl,LW,2018,39,10
nhl,RW,2018,39,11
nhl,RW,2018,33,8
nhl,C,2018,39,9
nhl,LW,2018,23,2
nhl,LW,2018,21,1
nhl,C,2018,23,1
nhl,RW,2018,40,11
nhl,LW,2018,29,1
nhl,D,2018,33,8
nhl,D,2018,33,8
nhl,D,2018,35,8
nhl,D,2018,37,8
nhl,C,2018,27,3
nhl,LW,2018,28,4
nhl,D,2018,27,3
nhl,C,2018,34,7
nhl,D,2018,22,2
nhl,D,2018,27,5
nhl,C,2018,31,6
nhl,RW,2018,24,3
nhl,C,2018,27,3
nhl,RW,2018,23,2
nhl,RW,2018,34,7
nhl,LW,2018,29,5
nhl,D,2018,20,2
nhl,LW,2018,32,6
nhl,C,2018,26,4
nhl,C,2018,38,9
nhl,D,2018,24,4
nhl,C,2018,36,9
nhl,D,2018,46,13
nhl,RW,2018,23,2
nhl,RW,2018,28,4
nhl,C,2018,33,3
nhl,RW,2018,37,10
nhl,C,2018,30,6
nhl,C,2018,22,2
nhl,LW,2018,22,2
nhl,C,2018,31,6
nhl,D,2018,29,4
nhl,LW,2018,38,10
nhl,C,2018,37,6
nhl,D,2018,35,8
nhl,RW,2018,22,2
nhl,D,2018,21,2
nhl,LW,2018,21,2
nhl,RW,2018,38,9
nhl,RW,2018,22,2
nhl,D,2018,35,9
nhl,D,2018,30,5
nhl,C,2018,52,15
nhl,LW,2018,40,11
nhl,W,2018,19,1
nhl,C,2018,35,8
nhl,LW,2018,40,11
nhl,D,2018,42,11
nhl,C,2018,30,5
nhl,C,2018,30,5
nhl,LW,2018,31,6
nhl,RW,2018,31,6
nhl,D,2018,26,3
nhl,LW,2018,31,7
nhl,C,2018,26,4
nhl,RW,2018,27,5
nhl,RW,2018,42,12
nhl,D,2018,42,12
nhl,D,2018,33,7
