player_ID,sport,position,retire_year,retire_age,years_played
Randy Foye,NBA,2,2017,72,11
Adonal Foyle,NBA,1,2009,19,12
Richie Frahm,NBA,2,2008,63,5
Steve Francis,NBA,2,2008,66,9
Tellis Frank,NBA,0,1994,30,7
Nat Frankel,NBA,0,1947,-42,1
Jamaal Franklin,NBA,2,2015,62,2
William Franklin,NBA,3,1976,-11,4
Ronald Franz,NBA,3,1973,29,6
Tim Frazier,NBA,2,2018,70,4
Walt Frazier,NBA,2,1980,30,13
Will Frazier,NBA,0,1969,-12,4
Anthony Frederick,NBA,3,1992,71,4
Jimmer Fredette,NBA,2,2016,81,5
World B. Free,NBA,2,1988,43,13
Joel Freeland,NBA,0,2015,84,3
Donnie Freeman,NBA,2,1976,-7,9
Gary Freeman,NBA,3,1971,22,1
Rod Freeman,NBA,3,1974,54,1
Matt Freije,NBA,3,2007,89,3
Frido Frey,NBA,3,1947,26,1
Larry Friend,NBA,0,1958,12,1
Pat Frink,NBA,2,1969,-12,1
Jim Fritsche,NBA,0,1955,-19,2
Channing Frye,NBA,0,2018,60,13
Bernie Fryer,NBA,2,1975,-23,2
Frank Fucarino,NBA,3,1947,-23,1
Herm Fuetsch,NBA,2,1948,-6,1
Joe Fulks,NBA,0,1954,32,8
Carl Fuller,NBA,1,1972,-6,2
Hiram Fuller,NBA,3,2004,22,1
Todd Fuller,NBA,1,2001,83,5
Tony Fuller,NBA,2,1981,35,1
Markelle Fultz,NBA,2,2018,53,1
Lawrence Funderburke,NBA,3,2005,63,8
Terry Furlow,NBA,0,1980,-1,4
Bill Gabor,NBA,0,1955,-31,6
Dan Gadzuric,NBA,1,2012,62,10
Deng Gai,NBA,3,2006,37,1
Elmer Gainer,NBA,0,1950,23,3
Bill Gaines,NBA,2,1969,-19,1
Corey Gaines,NBA,2,1995,4,7
David Gaines,NBA,2,1968,31,1
Reece Gaines,NBA,2,2006,41,3
Sundiata Gaines,NBA,2,2012,90,3
Mike Gale,NBA,2,1982,5,11
Chad Gallagher,NBA,1,1994,21,1
Harry Gallatin,NBA,0,1958,-22,10
Danilo Gallinari,NBA,3,2018,37,10
Langston Galloway,NBA,2,2018,74,4
Dave Gambee,NBA,3,1970,47,12
Kevin Gamble,NBA,0,1997,48,10
Bob Gantt,NBA,0,1947,-38,1
Jorge Garbajosa,NBA,3,2008,83,2
Ruben Garces,NBA,3,2001,83,1
Alex Garcia,NBA,2,2005,12,2
Francisco Garcia,NBA,0,2015,58,10
Chuck Gardner,NBA,3,1968,4,1
Earl Gardner,NBA,3,1949,17,1
Kenneth Gardner,NBA,3,1976,36,1
Thomas Gardner,NBA,2,2009,34,2
Vern Gardner,NBA,0,1952,-8,3
Jack Garfinkel,NBA,2,1949,-27,3
Patricio Garino,NBA,0,2017,42,1
Gary Garland,NBA,2,1980,24,1
Winston Garland,NBA,2,1995,29,8
Dick Garmaker,NBA,0,1961,-27,6
Bill Garner,NBA,1,1968,21,1
Chris Garner,NBA,2,2001,51,4
Bill Garnett,NBA,3,1986,20,4
Kevin Garnett,NBA,0,2016,57,21
Marlon Garnett,NBA,2,1999,25,1
Calvin Garrett,NBA,3,1984,8,4
Dean Garrett,NBA,1,2002,52,6
Diante Garrett,NBA,2,2014,29,2
Dick Garrett,NBA,2,1974,-6,5
Rowland Garrett,NBA,3,1977,57,5
Tom Garrick,NBA,2,1992,25,4
John Garris,NBA,3,1984,20,1
Kiwane Garris,NBA,2,2000,14,3
Pat Garrity,NBA,3,2008,81,10
Jim Garvin,NBA,3,1974,9,1
Marc Gasol,NBA,1,2018,26,10
Pau Gasol,NBA,0,2018,45,17
Frank Gates,NBA,2,1950,-37,1
Chris Gatling,NBA,0,2002,33,11
Kenny Gattison,NBA,0,1996,13,10
Rudy Gay,NBA,3,2018,41,12
Ed Gayda,NBA,0,1951,23,1
Andrew Gaze,NBA,2,1999,9,6
Michael Gbinije,NBA,2,2017,49,1
Reggie Geary,NBA,2,1998,4,2
Alonzo Gee,NBA,2,2017,64,8
Matt Geiger,NBA,1,2002,39,10
Mickael Gelabale,NBA,3,2013,61,7
Devean George,NBA,0,2010,90,11
Jack George,NBA,2,1961,11,8
Paul George,NBA,3,2018,70,8
Tate George,NBA,2,1995,9,5
Marcus Georges-Hunt,NBA,2,2018,95,2
Gus Gerard,NBA,0,1981,60,7
Derrick Gervin,NBA,3,1991,4,2
George Gervin,NBA,0,1986,46,14
Gorham Getchell,NBA,1,1947,-13,1
John Gianelli,NBA,0,1980,-5,8
Dick Gibbs,NBA,0,1976,-9,5
Daniel Gibson,NBA,2,2013,28,7
Dee Gibson,NBA,0,1950,-28,1
Hoot Gibson,NBA,0,1950,-18,1
Jonathan Gibson,NBA,2,2017,52,1
Mel Gibson,NBA,2,1964,17,1
Mike Gibson,NBA,3,1986,22,3
Taj Gibson,NBA,3,2018,72,9
J.R. Giddens,NBA,2,2010,61,2
Trey Gilder,NBA,3,2010,63,1
Eddie Gill,NBA,2,2009,87,9
Kendall Gill,NBA,2,2005,28,15
Ben Gillery,NBA,1,1989,12,1
Jack Gillespie,NBA,3,1970,14,1
,NBA,,nan,nan,nan
Armen Gilliam,NBA,0,2000,82,13
Herm Gilliam,NBA,0,1977,10,8
Artis Gilmore,NBA,1,1988,33,17
Walt Gilmore,NBA,3,1971,44,1
Chuck Gilmur,NBA,0,1951,-9,5
Manu Ginobili,NBA,2,2018,71,16
Gordan Giricek,NBA,0,2008,30,6
Jack Givens,NBA,0,1980,-1,2
Mickell Gladness,NBA,1,2012,53,1
George Glamack,NBA,0,1949,-43,1
Gerald Glass,NBA,0,1996,29,6
Mike Glenn,NBA,2,1987,54,10
Normie Glick,NBA,3,1950,37,1
Georgi Glouchkov,NBA,3,1986,15,1
Clarence Glover,NBA,3,1972,-10,1
Dion Glover,NBA,2,2005,50,6
Andreas Glyniadakis,NBA,1,2007,44,1
Mike Gminski,NBA,1,1994,13,14
Rudy Gobert,NBA,1,2018,75,5
Dan Godfread,NBA,1,1992,16,2
Tom Gola,NBA,0,1966,-28,11
Ben Goldfaden,NBA,3,1947,27,1
Anthony Goldwire,NBA,2,2006,11,11
Ryan Gomes,NBA,3,2014,31,9
Glen Gondrezick,NBA,0,1983,-7,6
Grant Gondrezick,NBA,2,1989,1,3
Drew Gooden,NBA,3,2016,54,14
Gail Goodrich,NBA,2,1979,52,14
Steve Goodrich,NBA,3,2002,18,2
Archie Goodwin,NBA,2,2017,97,4
Pop Goodwin,NBA,0,1948,-40,2
Aaron Gordon,NBA,3,2018,76,4
Ben Gordon,NBA,2,2015,87,11
Drew Gordon,NBA,3,2015,85,1
Eric Gordon,NBA,2,2018,51,10
Lancaster Gordon,NBA,2,1988,44,4
Paul Gordon,NBA,3,1950,-20,1
Marcin Gortat,NBA,0,2018,36,11
Leo Gottlieb,NBA,2,1948,3,2
Andrew Goudelock,NBA,2,2016,51,5
Gerald Govan,NBA,0,1976,9,9
Bato Govedarica,NBA,2,1954,-28,1
Joe Graboski,NBA,0,1962,-31,14
Ricky Grace,NBA,2,1994,34,1
Calvin Graham,NBA,2,1968,4,1
Greg Graham,NBA,2,1998,15,5
Joey Graham,NBA,3,2011,50,6
Mal Graham,NBA,2,1969,-3,2
Orlando Graham,NBA,3,1989,62,1
Paul Graham,NBA,0,1994,29,3
Stephen Graham,NBA,2,2011,45,6
Treveon Graham,NBA,2,2018,53,2
Jim Grandholm,NBA,0,1991,26,1
Ron Grandison,NBA,3,1996,2,8
Danny Granger,NBA,3,2015,23,10
Stewart Granger,NBA,2,1987,20,4
Brian Grant,NBA,3,2006,32,12
Bud Grant,NBA,3,1951,1,2
Gary Grant,NBA,2,2001,78,13
Greg Grant,NBA,2,1996,34,7
Harvey Grant,NBA,3,1999,15,11
Horace Grant,NBA,0,2004,32,17
Jerami Grant,NBA,3,2018,43,4
Jerian Grant,NBA,2,2018,49,3
Josh Grant,NBA,3,1994,49,1
Paul Grant,NBA,1,2004,53,6
Travis Grant,NBA,3,1976,13,4
Don Grate,NBA,0,1950,-17,1
Butch Graves,NBA,2,1985,63,1
Aaron Gray,NBA,1,2014,49,7
Devin Gray,NBA,3,2000,53,4
Ed Gray,NBA,2,1999,36,2
Evric Gray,NBA,3,1997,10,1
Gary Gray,NBA,2,1968,-14,1
Leonard Gray,NBA,3,1977,-13,3
Stuart Gray,NBA,0,1991,0,7
Sylvester Gray,NBA,3,1989,3,1
Wyndol Gray,NBA,0,1948,-42,2
Jeff Grayer,NBA,0,1998,12,10
Bob Greacen,NBA,3,1972,39,3
A.C. Green,NBA,0,2001,42,16
Danny Green,NBA,0,2018,54,9
Devin Green,NBA,2,2006,59,1
Draymond Green,NBA,3,2018,48,6
Erick Green,NBA,2,2016,70,2
Gerald Green,NBA,0,2017,66,12
JaMychal Green,NBA,3,2018,64,4
Jeff Green,NBA,3,2018,48,11
Johnny Green,NBA,0,1973,40,14
Ken Green,NBA,3,1986,25,1
Kenny Green,NBA,3,1987,34,2
Lamar Green,NBA,0,1975,-11,6
Litterial Green,NBA,2,1999,43,7
Luther Green,NBA,3,1973,-8,4
Mike Green,NBA,0,1980,-8,7
Rickey Green,NBA,2,1992,10,15
Sean Green,NBA,0,1994,53,3
Si Green,NBA,0,1966,9,10
Sidney Green,NBA,0,1993,57,10
Steve Green,NBA,3,1979,0,4
Taurean Green,NBA,2,2008,63,1
Tommie Green,NBA,2,1979,21,1
Willie Green,NBA,2,2015,54,12
Donte Greene,NBA,3,2012,82,4
Orien Greene,NBA,2,2011,58,6
Jerry Greenspan,NBA,3,1965,18,2
Dave Greenwood,NBA,0,1991,17,12
Hal Greer,NBA,0,1973,-16,15
Lynn Greer,NBA,2,2007,25,1
Gary Gregor,NBA,0,1974,22,6
Claude Gregory,NBA,3,1988,34,3
John Greig,NBA,3,1983,-3,1
Norm Grekin,NBA,3,1954,-4,1
Kevin Grevey,NBA,0,1985,57,10
Dennis Grey,NBA,0,1970,-4,2
Adrian Griffin,NBA,0,2008,89,9
Blake Griffin,NBA,3,2018,88,8
Eddie Griffin,NBA,0,2007,54,6
Greg Griffin,NBA,3,1978,31,1
Paul Griffin,NBA,0,1983,43,7
Taylor Griffin,NBA,3,2010,84,1
Darrell Griffith,NBA,2,1991,44,11
Chuck Grigsby,NBA,2,1955,-24,1
Derek Grimm,NBA,3,1998,43,1
Woody Grimshaw,NBA,2,1947,10,1
Dick Groat,NBA,2,1953,-5,1
Bob Gross,NBA,0,1983,51,8
Mike Grosso,NBA,1,1972,3,1
Jerry Grote,NBA,2,1965,-3,1
Alex Groza,NBA,1,1951,-18,2
Dick Grubar,NBA,2,1970,47,1
Anthony Grundy,NBA,2,2006,69,1
Ernie Grunfeld,NBA,0,1986,61,9
Gene Guarilia,NBA,3,1963,48,4
Petur Gudmundsson,NBA,1,1989,45,8
Richie Guerin,NBA,2,1970,-18,14
Tom Gugliotta,NBA,3,2005,27,13
Andres Guibert,NBA,0,1995,42,2
Jay Guidinger,NBA,1,1994,9,2
Coulby Gunther,NBA,3,1949,9,3
Dave Gunther,NBA,3,1963,-3,1
Al Guokas,NBA,0,1950,19,1
Matt Guokas,NBA,3,1947,-8,1
Matt Guokas,NBA,0,1976,29,10
Jorge Gutierrez,NBA,2,2016,91,3
A.J. Guyton,NBA,2,2003,58,3
Rudy Hackett,NBA,3,1977,35,2
Hamed Haddadi,NBA,1,2013,62,5
Jim Hadnot,NBA,0,1968,-19,1
Scott Haffner,NBA,2,1991,-1,2
Cliff Hagan,NBA,0,1970,-10,14
Glenn Hagan,NBA,2,1982,63,1
Tom Hagan,NBA,2,1971,38,2
Robert Hahn,NBA,1,1950,32,1
Al Hairston,NBA,2,1970,25,2
Happy Hairston,NBA,3,1975,11,11
Lindsay Hairston,NBA,0,1976,31,1
Malik Hairston,NBA,2,2010,26,2
P.J. Hairston,NBA,0,2016,67,2
Marcus Haislip,NBA,3,2010,37,8
Chick Halbert,NBA,1,1951,-22,5
Swede Halbrook,NBA,1,1962,43,2
Bruce Hale,NBA,0,1951,-44,3
Hal Hale,NBA,2,1968,24,1
Jack Haley,NBA,0,1998,50,10
Shaler Halimon,NBA,0,1973,-17,5
Mike Hall,NBA,3,2007,17,1
Jeff Halliburton,NBA,2,1973,52,2
Darvin Ham,NBA,3,2005,27,9
Steve Hamer,NBA,1,1997,40,1
Dale Hamilton,NBA,0,1950,15,1
Daniel Hamilton,NBA,0,2018,40,1
Dennis Hamilton,NBA,3,1971,-4,4
Joe Hamilton,NBA,2,1976,1,6
Jordan Hamilton,NBA,0,2016,47,5
Justin Hamilton,NBA,1,2017,74,4
Ralph Hamilton,NBA,0,1949,-18,1
Richard Hamilton,NBA,0,2013,21,14
Roy Hamilton,NBA,2,1981,38,2
Steve Hamilton,NBA,0,1960,-11,2
Tang Hamilton,NBA,3,2002,29,1
Thomas Hamilton,NBA,1,2000,78,5
Zendon Hamilton,NBA,0,2006,55,6
Geert Hammink,NBA,1,1996,73,3
Julian Hammond,NBA,3,1972,43,5
Tom Hammonds,NBA,3,2001,70,12
A.J. Hammons,NBA,1,2017,30,1
Joe Hamood,NBA,2,1968,-17,1
Darrin Hancock,NBA,0,1997,36,3
Ben Handlogten,NBA,1,2005,53,2
Cecil Hankins,NBA,2,1948,-6,2
Phil Hankinson,NBA,3,1975,-3,2
Alex Hannum,NBA,0,1957,-11,8
Don Hanrahan,NBA,3,1953,-4,1
Rollen Hans,NBA,2,1955,-33,2
Ben Hansbrough,NBA,2,2013,42,1
Tyler Hansbrough,NBA,3,2016,50,7
Bob Hansen,NBA,2,1992,0,9
Glenn Hansen,NBA,2,1978,-11,3
Lars Hansen,NBA,1,1979,37,1
Travis Hansen,NBA,2,2004,66,1
Reggie Hanson,NBA,3,1998,41,1
Bill Hanzlik,NBA,0,1990,34,10
Luke Harangody,NBA,3,2012,71,2
Anfernee Hardaway,NBA,0,2008,88,15
Tim Hardaway,NBA,2,2003,10,14
Tim Hardaway,NBA,2,2018,78,5
James Harden,NBA,2,2018,72,9
Reggie Harding,NBA,1,1968,-1,5
Charlie Hardnett,NBA,0,1965,4,3
Alan Hardy,NBA,3,1982,-7,2
,NBA,,nan,nan,nan
James Hardy,NBA,0,1982,18,4
Ira Harge,NBA,1,1973,-3,6
John Hargis,NBA,0,1951,-43,2
Maurice Harkless,NBA,0,2018,29,6
Jerry Harkness,NBA,2,1969,-11,6
Skip Harlicka,NBA,2,1969,-11,1
Jerome Harmon,NBA,2,1995,15,1
Derek Harper,NBA,2,1999,25,16
Justin Harper,NBA,3,2017,70,6
Mike Harper,NBA,0,1982,32,2
Ron Harper,NBA,0,2001,50,15
Matt Harpring,NBA,3,2009,82,11
Montrezl Harrell,NBA,0,2018,85,3
Josh Harrellson,NBA,1,2014,31,3
Adam Harrington,NBA,2,2003,14,1
Al Harrington,NBA,3,2014,20,16
Junior Harrington,NBA,2,2007,16,5
Othella Harrington,NBA,0,2008,38,12
Art Harris,NBA,2,1972,-17,4
Bernie Harris,NBA,3,1975,-8,1
Billy Harris,NBA,2,1975,12,1
Bob Harris,NBA,0,1954,-33,5
Chris Harris,NBA,2,1956,-36,1
Devin Harris,NBA,2,2018,51,14
Elias Harris,NBA,3,2014,20,1
Gary Harris,NBA,2,2018,24,4
Joe Harris,NBA,2,2018,91,4
Lucious Harris,NBA,2,2005,23,12
Manny Harris,NBA,2,2017,39,7
Mike Harris,NBA,3,2014,19,7
Steve Harris,NBA,2,1990,20,5
Terrel Harris,NBA,2,2013,33,2
Tobias Harris,NBA,3,2018,48,7
Tony Harris,NBA,2,1995,52,5
Aaron Harrison,NBA,2,2017,37,2
Andrew Harrison,NBA,2,2018,39,2
Bob Harrison,NBA,2,1958,37,9
David Harrison,NBA,1,2008,53,4
Jason Hart,NBA,2,2010,50,10
Josh Hart,NBA,2,2018,39,1
Antonio Harvey,NBA,0,2003,67,10
Donnell Harvey,NBA,3,2005,65,5
Scott Haskin,NBA,0,1994,6,1
Clem Haskins,NBA,2,1976,26,9
Udonis Haslem,NBA,0,2018,76,15
Trenton Hassell,NBA,2,2010,44,9
Billy Hassett,NBA,2,1951,-22,2
Joe Hassett,NBA,2,1983,59,6
Scott Hastings,NBA,0,1993,21,11
Kirk Haston,NBA,3,2003,49,2
Vern Hatton,NBA,2,1962,26,4
John Havlicek,NBA,0,1978,28,16
Spencer Hawes,NBA,0,2017,34,10
Steve Hawes,NBA,0,1984,39,10
Connie Hawkins,NBA,0,1976,-5,9
Hersey Hawkins,NBA,2,2001,53,13
Juaquin Hawkins,NBA,0,2003,48,1
Marshall Hawkins,NBA,3,1950,-40,1
Michael Hawkins,NBA,2,2001,15,5
Robert Hawkins,NBA,2,1979,0,4
Tom Hawkins,NBA,3,1969,20,10
Nate Hawthorne,NBA,2,1976,49,3
Chuck Hayes,NBA,0,2016,74,11
Elvin Hayes,NBA,0,1984,2,16
Jarvis Hayes,NBA,3,2010,40,7
Jim Hayes,NBA,2,1971,25,1
Steve Hayes,NBA,1,1986,38,5
Gordon Hayward,NBA,0,2018,88,8
Lazar Hayward,NBA,3,2013,46,3
Brendan Haywood,NBA,1,2015,81,14
Spencer Haywood,NBA,0,1983,50,14
John Hazen,NBA,2,1949,-23,1
Walt Hazzard,NBA,2,1974,9,10
Luther Head,NBA,2,2011,36,6
Shane Heal,NBA,2,2004,40,8
Brian Heaney,NBA,2,1970,14,1
Gar Heard,NBA,3,1981,-6,11
Herm Hedderick,NBA,2,1955,-21,1
Alvin Heggs,NBA,3,1996,37,1
Tom Heinsohn,NBA,0,1965,1,9
Dick Hemric,NBA,3,1957,5,2
Alan Henderson,NBA,3,2007,33,12
Cedric Henderson,NBA,3,1987,58,1
Cedric Henderson,NBA,3,2002,73,5
Dave Henderson,NBA,2,1988,39,1
Gerald Henderson,NBA,2,1992,68,13
Gerald Henderson,NBA,2,2017,57,8
J.R. Henderson,NBA,3,1999,36,1
Jerome Henderson,NBA,0,1987,20,2
Kevin Henderson,NBA,2,1988,-3,2
Tom Henderson,NBA,2,1983,-7,9
Mark Hendrickson,NBA,3,2000,32,4
Larry Hennessy,NBA,2,1957,10,2
Don Henriksen,NBA,0,1955,31,3
Al Henry,NBA,1,1972,49,2
Bill Henry,NBA,1,1950,-45,2
Carl Henry,NBA,2,1986,-8,1
Conner Henry,NBA,2,1988,13,2
Skeeter Henry,NBA,2,1994,28,1
Xavier Henry,NBA,2,2015,36,5
John Henson,NBA,0,2018,62,6
Steve Henson,NBA,2,1999,77,9
Charles Hentz,NBA,3,1971,23,1
Bill Herman,NBA,2,1950,8,1
Kleggie Hermsen,NBA,0,1953,9,7
Juan Hernangomez,NBA,3,2018,94,2
Willy Hernangomez,NBA,1,2018,77,2
Chris Herren,NBA,2,2001,6,2
Carl Herrera,NBA,3,1999,13,8
Walter Herrmann,NBA,3,2009,107,3
Keith Herron,NBA,0,1982,29,4
Sonny Hertzberg,NBA,2,1951,-37,5
Dan Hester,NBA,3,1971,-22,1
Fred Hetzel,NBA,0,1971,19,6
Bill Hewitt,NBA,3,1975,-14,7
Jack Hewson,NBA,0,1948,2,1
Art Heyman,NBA,0,1970,3,7
Mario Hezonja,NBA,0,2018,58,3
Roy Hibbert,NBA,1,2017,49,9
Nat Hickey,NBA,0,1948,-7,1
Phil Hicks,NBA,3,1979,22,3
J.J. Hickson,NBA,0,2016,76,8
Buddy Hield,NBA,2,2018,36,2
Bill Higgins,NBA,2,1975,22,1
Cory Higgins,NBA,2,2013,75,2
Earle Higgins,NBA,3,1971,30,1
Mike Higgins,NBA,3,1991,5,2
Rod Higgins,NBA,3,1995,23,13
Sean Higgins,NBA,0,1998,11,8
Kenny Higgs,NBA,2,1982,36,4
Johnny High,NBA,2,1984,-7,5
Wayne Hightower,NBA,0,1972,-13,10
Nene Hilario,NBA,0,2018,50,16
Armond Hill,NBA,2,1984,68,8
Cleo Hill,NBA,2,1962,-31,1
Gary Hill,NBA,2,1965,16,2
George Hill,NBA,2,2018,70,10
Grant Hill,NBA,0,2013,32,19
Jordan Hill,NBA,0,2017,56,8
Simmie Hill,NBA,3,1974,53,5
Solomon Hill,NBA,3,2017,88,4
Steven Hill,NBA,1,2009,25,1
Tyrone Hill,NBA,3,2004,17,14
Art Hillhouse,NBA,1,1948,-21,2
Darrun Hilliard,NBA,2,2018,35,3
Darnell Hillman,NBA,0,1980,20,9
Fred Hilton,NBA,0,1973,52,2
Kirk Hinrich,NBA,2,2016,91,13
Roy Hinson,NBA,0,1991,50,8
Mel Hirsch,NBA,2,1947,7,1
Lew Hitch,NBA,0,1957,-15,6
Robert Hite,NBA,2,2007,82,1
Darington Hobson,NBA,2,2012,33,1
Donald Hodge,NBA,1,1996,6,5
Julius Hodge,NBA,2,2007,18,2
Craig Hodges,NBA,2,1992,36,10
Charlie Hoefer,NBA,2,1948,23,2
Paul Hoffman,NBA,0,1955,-33,8
Bob Hogsett,NBA,3,1968,17,2
Paul Hogue,NBA,1,1964,11,2
Fred Hoiberg,NBA,2,2005,21,10
Doug Holcomb,NBA,3,1949,-6,1
Randy Holcomb,NBA,3,2006,11,1
Jrue Holiday,NBA,2,2018,73,9
Justin Holiday,NBA,2,2018,25,6
Brad Holland,NBA,2,1982,52,3
Joe Holland,NBA,3,1952,6,3
John Holland,NBA,0,2018,57,1
Wilbur Holland,NBA,2,1979,58,4
Lionel Hollins,NBA,2,1985,51,10
Ryan Hollins,NBA,1,2016,96,10
Essie Hollis,NBA,3,1979,5,1
Rondae Hollis-Jefferson,NBA,3,2018,28,3
Dennis Holman,NBA,2,1968,-8,1
Richaun Holmes,NBA,0,2018,26,3
Jim Holstein,NBA,0,1956,10,4
A.W. Holt,NBA,3,1971,27,1
Mike Holton,NBA,2,1990,49,6
Dick Holub,NBA,1,1948,14,1
Joe Holup,NBA,3,1959,-5,3
Red Holzman,NBA,2,1954,-11,6
Jerald Honeycutt,NBA,0,1999,10,2
Tyler Honeycutt,NBA,3,2013,81,2
Derek Hood,NBA,3,2000,43,1
Rodney Hood,NBA,0,2018,32,4
Bobby Hooper,NBA,2,1969,3,1
Carroll Hooser,NBA,3,1968,30,1
Tom Hoover,NBA,1,1969,6,6
Bob Hopkins,NBA,0,1960,-28,4
Dave Hoppen,NBA,0,1993,23,6
Dennis Hopson,NBA,0,1992,25,5
Scotty Hopson,NBA,2,2014,68,1
Johnny Horan,NBA,3,1956,24,1
Cedrick Hordges,NBA,0,1982,-11,2
Al Horford,NBA,0,2018,40,11
Tito Horford,NBA,1,1994,23,6
Ron Horn,NBA,3,1968,-1,7
Jeff Hornacek,NBA,2,2000,33,14
Dennis Horner,NBA,3,2012,45,1
Robert Horry,NBA,3,2008,23,16
Ed Horton,NBA,3,1990,42,1
Bill Hosket,NBA,0,1972,-8,4
Bob Houbregs,NBA,0,1958,-15,5
Danuel House,NBA,2,2018,64,2
Eddie House,NBA,2,2011,55,11
Allan Houston,NBA,2,2005,35,12
Byron Houston,NBA,3,1996,59,4
Tom Hovasse,NBA,3,1995,73,1
Brian Howard,NBA,3,1993,37,2
Dwight Howard,NBA,1,2018,34,14
Greg Howard,NBA,0,1972,28,2
Josh Howard,NBA,0,2013,37,10
Juwan Howard,NBA,3,2013,30,19
Mo Howard,NBA,2,1977,-14,1
Otis Howard,NBA,3,1979,4,1
Stephen Howard,NBA,3,1998,36,6
Bailey Howell,NBA,3,1971,11,12
Bob Hubbard,NBA,0,1949,-3,2
Phil Hubbard,NBA,0,1989,10,10
Lester Hudson,NBA,2,2015,42,6
Lou Hudson,NBA,0,1979,-10,13
Troy Hudson,NBA,2,2008,60,11
Marcelo Huertas,NBA,2,2017,38,2
Josh Huestis,NBA,3,2018,56,3
Nate Huffman,NBA,1,2003,18,1
Alfredrick Hughes,NBA,0,1986,52,1
Eddie Hughes,NBA,2,1990,10,3
Kim Hughes,NBA,1,1981,16,6
Larry Hughes,NBA,2,2012,28,14
Rick Hughes,NBA,3,2000,58,1
Robbie Hummel,NBA,3,2015,45,2
John Hummer,NBA,0,1976,-10,6
Ryan Humphrey,NBA,3,2005,12,3
Jay Humphries,NBA,2,1995,14,11
Kris Humphries,NBA,0,2017,23,13
Hot Rod Hundley,NBA,2,1963,-8,6
Brandon Hunter,NBA,3,2005,83,2
Cedric Hunter,NBA,2,1992,35,1
Chris Hunter,NBA,3,2010,85,1
Les Hunter,NBA,0,1973,45,9
Lindsey Hunter,NBA,2,2010,82,17
Othello Hunter,NBA,3,2010,62,2
R.J. Hunter,NBA,2,2017,61,2
Steven Hunter,NBA,1,2010,21,9
Vince Hunter,NBA,3,2018,34,1
Bobby Hurley,NBA,2,1998,23,5
Roy Hurley,NBA,0,1947,-37,1
Geoff Huston,NBA,2,1987,7,8
Paul Huston,NBA,3,1948,-39,1
Mel Hutchins,NBA,0,1958,20,7
Joe Hutton,NBA,2,1952,1,2
Greg Hyder,NBA,3,1971,-16,1
Marc Iavaroni,NBA,3,1989,-6,7
Serge Ibaka,NBA,0,2018,21,9
Andre Iguodala,NBA,0,2018,87,14
Zydrunas Ilgauskas,NBA,1,2011,66,14
Mile Ilic,NBA,1,2007,41,1
Didier Ilunga-Mbenga,NBA,1,2011,63,7
Ersan Ilyasova,NBA,3,2018,26,12
Darrall Imhoff,NBA,1,1972,-25,12
Tom Ingelsby,NBA,2,1976,28,3
Joe Ingles,NBA,0,2018,50,4
Damien Inglis,NBA,3,2016,41,1
Brandon Ingram,NBA,3,2018,73,2
McCoy Ingram,NBA,3,1958,-23,1
Ervin Inniger,NBA,2,1969,21,2
Byron Irvin,NBA,2,1993,-1,4
George Irvine,NBA,0,1976,30,6
Kyrie Irving,NBA,2,2018,35,7
Jonathan Isaac,NBA,3,2018,75,1
Dan Issel,NBA,0,1985,12,15
Mike Iuzzolino,NBA,2,1993,7,2
Allen Iverson,NBA,2,2010,25,14
Willie Iverson,NBA,2,1969,-25,1
Royal Ivey,NBA,2,2014,62,10
Elvin Ivory,NBA,3,1969,2,1
Wesley Iwundu,NBA,3,2018,42,1
Warren Jabali,NBA,0,1975,5,7
Jarrett Jack,NBA,2,2018,21,13
Al Jackson,NBA,2,1968,-27,1
Bobby Jackson,NBA,2,2009,68,12
Cedric Jackson,NBA,2,2010,29,1
Darnell Jackson,NBA,3,2011,36,3
Demetrius Jackson,NBA,2,2018,53,2
Greg Jackson,NBA,2,1975,29,1
Jaren Jackson,NBA,0,2002,38,13
Jermaine Jackson,NBA,2,2006,57,7
Jim Jackson,NBA,2,2006,42,14
Josh Jackson,NBA,0,2018,73,1
Justin Jackson,NBA,0,2018,27,1
Luke Jackson,NBA,0,1972,10,8
Luke Jackson,NBA,3,2008,32,4
Marc Jackson,NBA,1,2007,17,7
Mark Jackson,NBA,2,2004,34,17
Mervin Jackson,NBA,2,1973,-5,5
Michael Jackson,NBA,2,1990,48,3
Mike Jackson,NBA,3,1976,18,4
Myron Jackson,NBA,2,1987,28,1
Phil Jackson,NBA,0,1980,29,13
Pierre Jackson,NBA,2,2017,95,1
Ralph Jackson,NBA,2,1985,4,1
Randell Jackson,NBA,3,2000,25,2
Reggie Jackson,NBA,2,2018,51,7
Stanley Jackson,NBA,2,1994,42,1
Stephen Jackson,NBA,0,2014,29,14
Tony Jackson,NBA,0,1969,19,2
Tony Jackson,NBA,2,1981,-6,1
Tracy Jackson,NBA,0,1984,59,3
Wardell Jackson,NBA,3,1975,10,1
Fred Jacobs,NBA,3,1947,-28,1
Casey Jacobsen,NBA,0,2008,24,6
Sam Jacobson,NBA,0,2001,26,3
Dave Jamerson,NBA,0,1994,4,4
Aaron James,NBA,3,1979,3,5
Bernard James,NBA,1,2015,39,3
Billy James,NBA,2,1974,-2,1
Damion James,NBA,0,2014,94,4
Gene James,NBA,3,1951,27,3
Henry James,NBA,3,1998,20,8
Jerome James,NBA,1,2009,89,11
