,player_ID,sport,position,retire_year,retire_age,years_played
3592,Roger Schurig,NBA,2,1968,3,1
3593,John Schweitz,NBA,2,1987,61,3
3594,Luis Scola,NBA,3,2017,26,10
3596,Alvin Scott,NBA,0,1985,23,8
3597,Brent Scott,NBA,0,1997,44,1
3598,Byron Scott,NBA,2,1997,73,14
3599,Charlie Scott,NBA,0,1980,37,10
3600,Dennis Scott,NBA,3,2000,68,10
3601,James Scott,NBA,3,1997,75,1
3602,Mike Scott,NBA,3,2018,32,6
3603,Ray Scott,NBA,0,1972,50,11
3604,Shawnelle Scott,NBA,1,2002,13,6
3607,Carey Scurry,NBA,3,1988,3,3
3608,Bruce Seals,NBA,3,1978,16,5
3609,Shea Seals,NBA,2,1998,70,1
3610,Malik Sealy,NBA,2,2000,82,8
3611,Ed Searcy,NBA,3,1976,29,1
3613,Wayne See,NBA,2,1950,26,1
3614,Thabo Sefolosha,NBA,0,2018,79,12
3615,Rony Seikaly,NBA,1,1999,15,11
3617,Josh Selby,NBA,2,2013,92,2
3618,Wayne Selden,NBA,0,2018,95,2
3619,Brad Sellers,NBA,0,1993,66,7
3620,Phil Sellers,NBA,0,1977,51,1
3622,Lester Selvage,NBA,2,1970,6,3
3623,Frank Selvy,NBA,0,1964,31,10
3625,Mouhamed Sene,NBA,0,2009,34,3
3626,George Senesky,NBA,2,1954,30,8
3627,Kevin Seraphin,NBA,3,2017,94,7
3628,Ansu Sesay,NBA,3,2005,48,4
3629,Ramon Sessions,NBA,2,2018,63,11
3630,Ha Seung-Jin,NBA,1,2006,15,2
3631,Tom Sewell,NBA,2,1985,36,1
3634,Lynn Shackelford,NBA,3,1970,11,1
3635,Charles Shackleford,NBA,0,1999,86,11
3637,Lee Shaffer,NBA,3,1964,11,3
3638,Mustafa Shakur,NBA,2,2014,57,4
3639,God Shammgod,NBA,2,1998,35,1
3640,Earl Shannon,NBA,0,1949,26,3
3641,Howie Shannon,NBA,0,1950,19,2
3642,Chuck Share,NBA,1,1960,8,9
3644,Walter Sharpe,NBA,3,2009,21,1
3646,Ron Shavlik,NBA,3,1958,9,2
3647,Brian Shaw,NBA,2,2003,53,15
3648,Casey Shaw,NBA,1,1999,43,1
3649,Bob Shea,NBA,3,1947,1,1
3650,Fred Sheffield,NBA,3,1947,8,1
3651,Craig Shelton,NBA,3,1982,59,2
3652,Lonnie Shelton,NBA,0,1986,31,10
3653,Tornike Shengelia,NBA,3,2014,65,2
3654,Billy Shepherd,NBA,2,1975,32,3
3655,Jeffrey Sheppard,NBA,2,1999,11,1
3657,Ed Sherod,NBA,2,1983,39,1
3659,Paul Shirley,NBA,0,2005,9,3
3661,Purvis Short,NBA,0,1990,4,12
3662,Dexter Shouse,NBA,2,1990,65,1
3663,Dick Shrider,NBA,2,1949,6,1
3664,Gene Shue,NBA,2,1964,40,10
3666,Iman Shumpert,NBA,2,2018,21,7
3667,Alexey Shved,NBA,2,2015,47,3
3668,Pascal Siakam,NBA,3,2018,43,2
3669,Sam Sibert,NBA,3,1973,34,1
3670,Mark Sibley,NBA,2,1974,2,1
3671,Jerry Sichting,NBA,2,1990,41,10
3673,Larry Siegfried,NBA,3,1972,34,9
3675,Jack Sikma,NBA,0,1991,48,14
3677,Paul Silas,NBA,0,1980,25,16
3678,Xavier Silas,NBA,2,2012,24,1
3679,Garret Siler,NBA,1,2011,26,1
3681,Wayne Simien,NBA,3,2007,26,2
3682,Ben Simmons,NBA,0,2018,57,1
3683,Bobby Simmons,NBA,0,2012,83,11
3684,Cedric Simmons,NBA,3,2009,47,3
3686,Grant Simmons,NBA,2,1969,5,2
3688,Jonathon Simmons,NBA,0,2018,42,3
3689,Kobi Simmons,NBA,2,2018,66,1
3690,Lionel Simmons,NBA,3,1997,71,7
3691,Miles Simon,NBA,2,1999,58,1
3692,Walter Simon,NBA,0,1974,4,7
3693,Dickey Simpkins,NBA,3,2002,74,8
3694,Ralph Simpson,NBA,0,1980,20,10
3695,Alvin Sims,NBA,2,1999,19,1
3697,Courtney Sims,NBA,1,2009,67,2
3699,Henry Sims,NBA,1,2016,54,4
3700,Scott Sims,NBA,2,1978,14,1
3701,Kyle Singler,NBA,3,2018,24,6
3702,Sean Singletary,NBA,2,2009,91,1
3703,Chris Singleton,NBA,3,2014,92,3
3704,James Singleton,NBA,3,2012,76,7
3705,McKinley Singleton,NBA,2,1987,40,1
3706,Zeke Sinicola,NBA,2,1954,15,3
3707,Charlie Sitton,NBA,3,1985,39,1
3708,Peyton Siva,NBA,2,2014,77,1
3709,Scott Skiles,NBA,2,1996,31,10
3710,Al Skinner,NBA,2,1980,13,6
3711,Brian Skinner,NBA,3,2012,37,14
3712,Tal Skinner,NBA,0,1976,6,2
3715,Reggie Slater,NBA,3,2003,20,9
3716,Jim Slaughter,NBA,1,1952,32,1
3718,Tamar Slay,NBA,2,2005,44,3
3719,Donald Sloan,NBA,2,2016,96,5
3720,Jerry Sloan,NBA,0,1976,25,11
3721,Uros Slokar,NBA,3,2007,24,1
3722,Tom Sluby,NBA,2,1985,16,1
3723,Keith Smart,NBA,2,1989,60,1
3724,Marcus Smart,NBA,2,2018,69,4
3725,Belus Smawley,NBA,0,1952,7,6
3726,Jack Smiley,NBA,0,1950,3,2
3730,Bingo Smith,NBA,0,1980,3,11
3732,Charles Smith,NBA,0,1997,10,9
3733,Charles Smith,NBA,2,1996,38,7
3734,Charles Smith,NBA,2,2006,31,9
3735,Chris Smith,NBA,2,1995,51,3
3736,Chris Smith,NBA,2,2014,29,1
3737,Clinton Smith,NBA,3,1991,27,5
3738,Craig Smith,NBA,3,2012,59,6
3740,Dennis Smith,NBA,2,2018,49,1
3741,Derek Smith,NBA,0,1991,33,9
3743,Don Smith,NBA,2,1975,10,1
3744,Donta Smith,NBA,0,2006,34,2
3745,Doug Smith,NBA,3,1996,20,5
3747,Elmore Smith,NBA,1,1979,15,8
3748,Garfield Smith,NBA,0,1973,21,3
3749,Greg Smith,NBA,3,1976,28,8
3750,Greg Smith,NBA,1,2016,46,5
3751,Ish Smith,NBA,2,2018,63,8
3752,J.R. Smith,NBA,0,2018,27,14
3753,Jabari Smith,NBA,1,2005,61,5
3754,Jason Smith,NBA,0,2018,63,11
3755,Jerry Smith,NBA,2,2012,43,1
3756,Jim Smith,NBA,3,1983,0,2
3757,Joe Smith,NBA,3,2011,39,16
3759,Josh Smith,NBA,3,2018,50,14
3760,Keith Smith,NBA,2,1987,38,1
3761,Ken Smith,NBA,3,1976,23,1
3762,Kenny Smith,NBA,2,1997,31,10
3763,LaBradford Smith,NBA,2,1994,32,3
3764,Larry Smith,NBA,0,1993,64,13
3765,Leon Smith,NBA,1,2004,13,3
3766,Michael Smith,NBA,3,1995,22,6
3767,Michael Smith,NBA,3,2001,57,7
3768,Mike Smith,NBA,3,2001,18,1
3769,Nolan Smith,NBA,2,2013,93,2
3770,Otis Smith,NBA,0,1992,39,6
3772,Phil Smith,NBA,2,1983,30,9
3773,Randy Smith,NBA,0,1983,35,12
3774,Reggie Smith,NBA,1,1994,16,2
3775,Robert Smith,NBA,2,1985,43,8
3776,Russ Smith,NBA,2,2016,38,2
3777,Sam Smith,NBA,3,1971,23,4
3779,Steve Smith,NBA,2,2005,81,14
3780,Steven Smith,NBA,3,2007,26,1
3781,Stevin Smith,NBA,2,1997,51,1
3782,Theron Smith,NBA,3,2005,48,2
3783,Tony Smith,NBA,2,2001,19,11
3784,William Smith,NBA,1,1973,28,2
3785,Willie Smith,NBA,2,1980,48,4
3786,Rik Smits,NBA,1,2000,42,12
3787,Mike Smrek,NBA,1,1992,68,7
3788,Joe Smyth,NBA,3,1954,34,1
3789,Tony Snell,NBA,0,2018,31,5
3790,Eric Snow,NBA,2,2008,44,13
3791,Dick Snyder,NBA,0,1979,10,13
3792,Kirk Snyder,NBA,2,2008,40,4
3793,Chips Sobek,NBA,0,1950,28,1
3794,Ricky Sobers,NBA,2,1986,41,11
3796,Mike Sojourner,NBA,0,1977,45,3
3797,Willie Sojourner,NBA,0,1975,5,4
3798,Will Solomon,NBA,2,2009,50,8
3799,Willie Somerset,NBA,2,1969,43,4
3800,Darius Songaila,NBA,3,2011,88,8
3802,James Southerland,NBA,3,2014,40,1
3804,Pape Sow,NBA,3,2007,57,3
3805,Ken Spain,NBA,1,1971,30,1
3806,Jim Spanarkel,NBA,0,1984,63,5
3807,Vassilis Spanoulis,NBA,2,2007,46,1
3808,Daniel Sparks,NBA,3,1970,5,2
3809,Guy Sparrow,NBA,3,1960,6,3
3811,Odie Spears,NBA,2,1957,21,9
3812,Art Spector,NBA,3,1950,1,4
3813,Marreese Speights,NBA,0,2018,48,10
3814,Andre Spencer,NBA,3,1994,18,2
3815,Elmore Spencer,NBA,1,1997,7,5
3816,Felton Spencer,NBA,1,2002,36,12
3817,Lou Spicer,NBA,3,1947,14,1
3819,Tiago Splitter,NBA,0,2017,27,7
3822,Latrell Sprewell,NBA,2,2005,42,13
3823,Larry Spriggs,NBA,3,1986,50,5
3825,Jim Spruill,NBA,2,1949,2,1
3826,Ryan Stack,NBA,3,2000,27,2
3827,Jerry Stackhouse,NBA,0,2013,45,18
3828,Kevin Stacom,NBA,2,1982,7,8
3831,Dave Stallworth,NBA,0,1975,15,10
3833,Terence Stansbury,NBA,2,1987,50,3
3834,John Starks,NBA,2,2002,63,14
3835,Keith Starr,NBA,0,1977,15,1
3836,Nik Stauskas,NBA,2,2018,27,4
3837,Larry Staverman,NBA,3,1964,2,6
3838,Larry Steele,NBA,0,1980,3,9
3839,Matt Steigenga,NBA,3,1997,26,1
3840,Vladimir Stepania,NBA,1,2004,41,6
3841,D.J. Stephens,NBA,0,2014,20,1
3842,Everette Stephens,NBA,2,1991,58,3
3843,Jack Stephens,NBA,0,1956,36,1
3844,Joe Stephens,NBA,3,2000,3,4
3845,Lance Stephenson,NBA,0,2018,72,8
3846,Alex Stepheson,NBA,3,2016,28,1
3847,Brook Steppe,NBA,0,1989,12,7
3848,Barry Stevens,NBA,0,1993,20,1
3850,DeShawn Stevenson,NBA,2,2013,31,13
3851,Dennis Stewart,NBA,3,1971,23,1
3852,Kebu Stewart,NBA,3,1998,13,1
3853,Larry Stewart,NBA,3,1997,57,6
3854,Michael Stewart,NBA,1,2005,57,8
3856,Greg Stiemsma,NBA,1,2015,45,4
3857,Steve Stipanovich,NBA,1,1988,22,5
3858,Bryant Stith,NBA,2,2002,62,10
3859,Sam Stith,NBA,2,1962,4,1
3861,Alex Stivrins,NBA,3,1993,25,8
3862,David Stockton,NBA,2,2015,58,1
3863,John Stockton,NBA,2,2003,62,19
3864,Peja Stojakovic,NBA,0,2011,25,13
3865,Ed Stokes,NBA,1,1998,75,1
3866,Greg Stokes,NBA,0,1990,70,5
3867,Jarnell Stokes,NBA,0,2017,72,3
3871,Diamond Stone,NBA,1,2017,88,1
3873,Julyan Stone,NBA,2,2018,57,7
3874,Awvee Storey,NBA,0,2008,35,4
3875,Damon Stoudamire,NBA,2,2008,79,13
3876,Salim Stoudamire,NBA,2,2008,65,3
3877,Amar'e Stoudemire,NBA,0,2016,55,14
3878,Paul Stovall,NBA,3,1974,7,2
3879,D.J. Strawberry,NBA,2,2008,63,1
3880,Joe Strawder,NBA,1,1968,35,3
3882,Erick Strickland,NBA,2,2005,75,9
3883,Mark Strickland,NBA,3,2003,69,9
3884,Rod Strickland,NBA,2,2005,23,17
3886,John Stroeder,NBA,3,1989,43,2
3887,Derek Strong,NBA,3,2001,22,10
3888,Lamont Strothers,NBA,2,1993,22,2
3890,Red Stroud,NBA,2,1968,47,1
3891,Rodney Stuckey,NBA,2,2017,44,10
3894,Gary Suiter,NBA,0,1971,22,1
3895,Jared Sullinger,NBA,3,2017,47,5
3896,DaJuan Summers,NBA,3,2013,33,4
3897,Barry Sumpter,NBA,0,1989,4,1
3898,Don Sunderlage,NBA,2,1955,30,2
3899,Bruno Sundov,NBA,1,2005,32,7
3900,Jon Sundvold,NBA,2,1992,28,9
3901,Bob Sura,NBA,2,2005,63,10
3902,Dick Surhoff,NBA,3,1954,1,2
3905,Greg Sutton,NBA,2,1996,31,5
3906,Keith Swagerty,NBA,3,1970,19,2
3908,Caleb Swanigan,NBA,3,2018,72,1
3909,Norm Swanson,NBA,3,1954,6,1
3911,Mike Sweetney,NBA,3,2007,40,4
3912,Robert Swift,NBA,1,2009,49,5
3914,Stromile Swift,NBA,3,2009,23,9
3915,Aaron Swinson,NBA,3,1995,21,1
3916,Pape Sy,NBA,3,2011,45,1
3918,Larry Sykes,NBA,3,1996,10,1
3919,Brett Szabo,NBA,1,1997,50,1
3920,Wally Szczerbiak,NBA,3,2009,62,10
3922,Zan Tabak,NBA,1,2001,41,7
3923,Yuta Tabuse,NBA,2,2005,45,1
3924,Chris Taft,NBA,3,2006,18,1
3926,Dragan Tarlac,NBA,1,2001,16,1
3927,Roy Tarpley,NBA,0,1995,10,9
3928,Levern Tart,NBA,0,1971,19,4
3930,Jayson Tatum,NBA,3,2018,31,1
3931,Edy Tavares,NBA,1,2017,63,2
3932,Anthony Taylor,NBA,2,1989,33,1
3933,Brian Taylor,NBA,2,1982,32,10
3934,Donell Taylor,NBA,2,2007,57,2
3935,Fatty Taylor,NBA,2,1977,0,8
3937,Isaiah Taylor,NBA,2,2018,79,2
3938,Jay Taylor,NBA,2,1990,46,1
3940,Jeffery Taylor,NBA,3,2015,58,3
3941,Jermaine Taylor,NBA,2,2011,50,2
3942,Johnny Taylor,NBA,3,2000,65,3
3943,Leonard Taylor,NBA,3,1990,43,1
3944,Maurice Taylor,NBA,3,2007,47,10
3945,Mike Taylor,NBA,2,2009,16,1
3947,Ronald Taylor,NBA,1,1972,3,3
3948,Tyshawn Taylor,NBA,2,2014,45,2
3949,Vince Taylor,NBA,0,1983,5,1
3950,Terry Teagle,NBA,0,1993,27,11
3951,Jeff Teague,NBA,2,2018,29,9
3952,Marquis Teague,NBA,2,2014,53,2
3953,Mirza Teletovic,NBA,3,2018,45,6
3954,Sebastian Telfair,NBA,2,2015,35,11
3955,Collis Temple,NBA,3,1975,15,1
3956,Garrett Temple,NBA,2,2018,70,9
3957,Milos Teodosic,NBA,2,2018,43,1
3958,Ira Terrell,NBA,0,1979,2,3
3959,Carlos Terry,NBA,0,1983,11,3
3962,Jason Terry,NBA,2,2018,68,19
3963,Hasheem Thabeet,NBA,1,2014,61,5
3966,Daniel Theis,NBA,1,2018,28,1
3967,Reggie Theus,NBA,2,1991,29,13
3968,Peter Thibeaux,NBA,3,1986,23,2
3970,Justus Thigpen,NBA,2,1974,14,5
3971,David Thirdkill,NBA,0,1987,33,5
3972,Adonis Thomas,NBA,3,2014,31,1
3973,Billy Thomas,NBA,2,2008,61,4
3974,Carl Thomas,NBA,2,1998,7,7
3975,Charles Thomas,NBA,2,1992,46,1
3976,Etan Thomas,NBA,3,2011,25,10
3977,Irving Thomas,NBA,3,1991,50,1
3978,Isaiah Thomas,NBA,2,2017,46,6
3979,Isiah Thomas,NBA,2,1994,4,13
3980,Jamel Thomas,NBA,3,2001,40,2
3981,James Thomas,NBA,3,2006,51,2
3982,Jim Thomas,NBA,2,1991,3,8
3983,Joe Thomas,NBA,3,1971,10,1
3984,John Thomas,NBA,3,2006,38,9
3985,Kenny Thomas,NBA,3,2010,19,11
3986,Kurt Thomas,NBA,3,2013,70,18
3987,Lance Thomas,NBA,3,2018,77,7
3988,Malcolm Thomas,NBA,3,2015,32,4
3989,Ronald Thomas,NBA,3,1976,14,4
3990,Terry Thomas,NBA,3,1976,30,1
3991,Tim Thomas,NBA,3,2010,23,13
3992,Tyrus Thomas,NBA,3,2015,21,9
3994,Trey Thompkins,NBA,3,2012,51,1
3995,Bernard Thompson,NBA,0,1989,48,5
3996,Billy Thompson,NBA,3,1992,73,6
3997,Brooks Thompson,NBA,2,1998,83,4
3998,Corny Thompson,NBA,3,1983,43,1
3999,David Thompson,NBA,0,1984,24,9
4000,Dijon Thompson,NBA,0,2007,83,2
4001,George Thompson,NBA,2,1975,29,6
4002,Hollis Thompson,NBA,0,2017,39,4
4003,Jack Thompson,NBA,2,1969,5,1
4004,Jason Thompson,NBA,0,2016,22,8
4005,John Thompson,NBA,3,1966,43,2
4006,Kevin Thompson,NBA,0,1994,36,1
4007,Klay Thompson,NBA,0,2018,53,7
4008,LaSalle Thompson,NBA,0,1997,12,15
4009,Mychal Thompson,NBA,0,1991,40,13
4010,Mychel Thompson,NBA,2,2012,64,1
4011,Paul Thompson,NBA,0,1986,29,3
4012,Stephen Thompson,NBA,2,1992,30,1
4013,Tristan Thompson,NBA,0,2018,96,7
4014,Skip Thoren,NBA,1,1970,4,3
4015,Rod Thorn,NBA,2,1971,49,8
4016,Al Thornton,NBA,3,2011,55,4
4017,Bob Thornton,NBA,0,1996,79,11
4018,Dallas Thornton,NBA,2,1970,33,2
4019,Marcus Thornton,NBA,2,2017,41,8
4020,Sindarius Thornwell,NBA,2,2018,92,1
4021,Otis Thorpe,NBA,0,2001,81,17
4022,Sedale Threatt,NBA,2,1997,5,14
4023,Nate Thurmond,NBA,0,1977,24,14
4025,Hal Tidrick,NBA,0,1949,29,1
4026,Dan Tieman,NBA,2,1963,4,1
4029,George Tinsley,NBA,3,1972,24,3
4030,Jamaal Tinsley,NBA,2,2014,69,13
4031,Wayman Tisdale,NBA,0,1997,20,12
4032,Mike Tobey,NBA,1,2017,43,1
4034,Ray Tolbert,NBA,3,1989,50,8
4035,Tom Tolbert,NBA,0,1995,73,7
4036,Anthony Tolliver,NBA,0,2018,59,10
4037,Dean Tolson,NBA,3,1978,28,4
4038,Rudy Tomjanovich,NBA,3,1981,2,11
4039,Andrew Toney,NBA,2,1988,9,8
4040,Sedric Toney,NBA,2,1994,44,9
4041,Andy Tonkovich,NBA,2,1949,19,1
4042,Andy Toolson,NBA,0,1996,13,6
4043,Jack Toomay,NBA,0,1950,7,3
4046,Gene Tormohlen,NBA,0,1970,38,8
4047,Oscar Torres,NBA,3,2003,18,2
4050,Axel Toupane,NBA,0,2017,41,2
4052,Keith Tower,NBA,0,1997,33,4
4053,Blackie Towery,NBA,0,1950,6,2
4054,Linton Townes,NBA,0,1985,26,3
4055,Karl-Anthony Towns,NBA,0,2018,30,3
4056,Raymond Townsend,NBA,2,1982,16,4
4057,George Trapp,NBA,0,1977,39,6
4058,John Trapp,NBA,3,1973,43,5
4059,Robert Traylor,NBA,3,2005,66,7
4060,Gary Trent,NBA,3,2004,42,9
4061,Jeff Trepagnier,NBA,2,2004,37,3
4064,Kelly Tripucka,NBA,0,1991,31,10
4065,Ansley Truitt,NBA,1,1973,23,1
4066,Cezary Trybanski,NBA,1,2004,70,2
4067,Jake Tsakalidis,NBA,1,2007,36,7
4069,Lou Tsioropoulos,NBA,3,1959,3,3
4070,Nikoloz Tskitishvili,NBA,3,2006,71,4
4072,Alando Tucker,NBA,3,2010,23,3
4073,Anthony Tucker,NBA,3,1995,18,1
4075,P.J. Tucker,NBA,3,2018,34,12
4077,Ronny Turiaf,NBA,3,2015,69,10
4078,Mirsad Turkcan,NBA,3,2000,71,1
4079,Hedo Turkoglu,NBA,3,2015,52,15
4082,Elston Turner,NBA,0,1989,45,8
4083,Evan Turner,NBA,2,2018,26,8
4085,Henry Turner,NBA,0,1995,2,6
4086,Herschell Turner,NBA,2,1968,11,1
4087,Jack Turner,NBA,0,1955,7,1
4088,Jack Turner,NBA,0,1962,19,1
4089,Jeff Turner,NBA,0,1996,53,12
4090,John Turner,NBA,3,1992,70,1
4091,Myles Turner,NBA,0,2018,67,3
4092,Wayne Turner,NBA,2,2000,29,1
4093,Melvin Turpin,NBA,1,1990,15,6
4094,Dave Twardzik,NBA,2,1980,33,8
4095,Jack Twyman,NBA,0,1966,14,11
4096,B.J. Tyler,NBA,2,1995,72,1
4097,Jeremy Tyler,NBA,1,2014,43,3
4098,Terry Tyler,NBA,0,1989,61,11
4099,Charlie Tyra,NBA,0,1962,4,5
4100,Edwin Ubiles,NBA,2,2012,49,1
4101,Ekpe Udoh,NBA,0,2018,45,8
4102,Ime Udoka,NBA,3,2011,17,8
4103,Beno Udrih,NBA,2,2017,38,13
4104,Roko Ukic,NBA,2,2010,28,2
4105,Tyler Ulis,NBA,2,2018,30,2
4107,Hal Uplinger,NBA,2,1954,14,1
4108,Kelvin Upshaw,NBA,2,1991,39,3
4109,Jarrod Uthoff,NBA,3,2017,44,1
4110,Ben Uzoh,NBA,2,2012,37,2
4112,Jonas Valanciunas,NBA,1,2018,100,6
4113,Darnell Valentine,NBA,2,1991,23,10
4114,Denzel Valentine,NBA,2,2018,73,2
4115,Ronnie Valentine,NBA,3,1981,22,1
4117,Dick Van Arsdale,NBA,0,1977,10,12
4118,Tom Van Arsdale,NBA,0,1977,11,12
4120,Jan Van Breda Kolff,NBA,0,1983,24,9
4121,Nick Van Exel,NBA,2,2006,43,13
4122,Keith Van Horn,NBA,3,2006,22,9
4123,Norm Van Lier,NBA,2,1979,8,10
4124,Dennis Van Zant,NBA,3,1976,29,1
4126,Logan Vander Velden,NBA,3,1996,75,1
4128,Kiki Vandeweghe,NBA,3,1993,71,13
4130,David Vanterpool,NBA,2,2001,24,1
4131,Fred VanVleet,NBA,2,2018,60,2
4132,Ratko Varda,NBA,1,2002,19,1
4133,Anderson Varejao,NBA,0,2017,53,13
4134,Jarvis Varnado,NBA,3,2014,59,2
4135,Greivis Vasquez,NBA,2,2017,36,7
4138,David Vaughn,NBA,3,1999,17,4
4139,Jacque Vaughn,NBA,2,2009,44,12
4140,Rashad Vaughn,NBA,2,2018,33,3
4141,Virgil Vaughn,NBA,0,1947,27,1
4142,Loy Vaught,NBA,3,2001,18,11
4143,Bob Verga,NBA,2,1974,52,7
4144,Pete Verhoeven,NBA,3,1987,24,6
4145,Jan Vesely,NBA,3,2014,69,3
4146,Gundars Vetra,NBA,3,1993,2,1
4147,Joao Vianna,NBA,3,1992,31,1
4148,Charlie Villanueva,NBA,3,2016,61,11
4149,Jay Vincent,NBA,3,1990,42,9
4150,Sam Vincent,NBA,2,1992,37,7
4151,Marcus Vinicius,NBA,3,2008,32,2
4152,Fred Vinson,NBA,2,2000,79,6
4153,Claude Virden,NBA,3,1973,33,1
4154,Gary Voce,NBA,3,1990,29,1
4156,Alexander Volkov,NBA,1,1992,5,3
4157,Whitey Von Nieda,NBA,0,1950,13,1
4158,Noah Vonleh,NBA,3,2018,74,4
4159,Jake Voskuhl,NBA,1,2009,19,9
4160,Danny Vranes,NBA,3,1988,24,7
4161,Slavko Vranes,NBA,1,2004,48,1
4162,Stojko Vrankovic,NBA,1,1999,23,9
4163,Brett Vroman,NBA,1,1981,27,1
4164,Jackson Vroman,NBA,0,2006,16,2
4165,Nikola Vucevic,NBA,1,2018,44,7
4166,Sasha Vujacic,NBA,2,2017,35,13
4167,Dwyane Wade,NBA,2,2018,44,15
4168,Mark Wade,NBA,2,1990,16,3
4169,Von Wafer,NBA,2,2012,94,7
4170,Clint Wager,NBA,0,1950,5,1
4171,Dajuan Wagner,NBA,2,2007,43,5
4173,Milt Wagner,NBA,2,1991,61,4
4175,Dion Waiters,NBA,2,2018,48,6
4176,Granville Waiters,NBA,1,1988,61,5
4177,Andre Wakefield,NBA,2,1980,50,2
4178,Neal Walk,NBA,1,1977,25,8
4180,Antoine Walker,NBA,3,2008,55,12
4182,Chet Walker,NBA,0,1975,54,13
4183,Darrell Walker,NBA,2,1993,41,10
4184,Foots Walker,NBA,2,1984,14,10
4185,Henry Walker,NBA,3,2015,74,7
4186,Horace Walker,NBA,3,1962,10,1
4188,Kemba Walker,NBA,2,2018,74,7
4189,Kenny Walker,NBA,3,1995,59,9
4190,Phil Walker,NBA,2,1978,37,1
4191,Samaki Walker,NBA,3,2006,58,10
4192,Wally Walker,NBA,3,1984,38,8
4193,John Wall,NBA,2,2018,71,8
4194,Ben Wallace,NBA,0,2012,19,16
4195,Gerald Wallace,NBA,3,2015,26,14
4196,John Wallace,NBA,3,2004,45,8
4197,Rasheed Wallace,NBA,0,2013,31,18
4199,Dwight Waller,NBA,3,1972,25,4
4200,Jamie Waller,NBA,2,1988,3,1
4201,Taurean Waller-Prince,NBA,3,2018,66,2
4203,Matt Walsh,NBA,0,2006,32,1
4204,Rex Walters,NBA,2,2000,57,7
4205,Paul Walther,NBA,0,1955,4,6
4207,Bill Walton,NBA,0,1987,32,13
4208,Derrick Walton,NBA,2,2018,66,1
4209,Lloyd Walton,NBA,2,1981,37,5
4210,Luke Walton,NBA,3,2013,58,10
4212,Perry Warbington,NBA,2,1975,45,1
4213,Charlie Ward,NBA,2,2005,21,11
4215,Henry Ward,NBA,0,1977,5,2
4216,Casper Ware,NBA,2,2014,71,1
4217,Jim Ware,NBA,3,1969,21,3
4218,Ben Warley,NBA,0,1970,19,8
4222,John Warren,NBA,0,1974,4,5
4223,T.J. Warren,NBA,3,2018,68,4
4224,Willie Warren,NBA,2,2011,25,1
4225,Bryan Warrick,NBA,2,1986,38,4
4226,Hakim Warrick,NBA,3,2013,43,8
4227,Chris Washburn,NBA,1,1988,25,2
4229,Darius Washington,NBA,2,2008,16,1
4230,Donald Washington,NBA,3,1976,58,2
4231,Duane Washington,NBA,2,1993,45,6
4232,Eric Washington,NBA,2,1999,28,2
4234,Kermit Washington,NBA,0,1988,36,15
4235,Pearl Washington,NBA,2,1989,37,3
4237,Stan Washington,NBA,2,1975,50,1
4238,Trooper Washington,NBA,0,1973,13,6
4239,Wilson Washington,NBA,0,1979,37,2
4240,Darryl Watkins,NBA,1,2012,66,5
4242,C.J. Watson,NBA,2,2017,43,10
4243,Earl Watson,NBA,2,2014,64,13
4244,Jamie Watson,NBA,3,1999,59,5
4245,Ron Watts,NBA,3,1967,3,2
4247,Slick Watts,NBA,2,1979,16,6
4248,Maalik Wayns,NBA,2,2014,44,2
4249,David Wear,NBA,3,2015,45,1
4250,Travis Wear,NBA,3,2015,93,1
4251,Clarence Weatherspoon,NBA,3,2005,35,13
4252,Nick Weatherspoon,NBA,3,1980,35,7
4253,Kyle Weaver,NBA,2,2011,31,3
4255,Marcus Webb,NBA,0,1993,26,1
4256,Spud Webb,NBA,2,1998,60,13
4257,Chris Webber,NBA,0,2008,24,15
4258,Briante Weber,NBA,2,2018,58,3
4259,Jake Weber,NBA,1,1947,3,1
4261,Jeff Webster,NBA,3,1996,46,1
4262,Martell Webster,NBA,0,2015,71,10
4263,Marvin Webster,NBA,1,1987,5,12
4264,Scott Wedman,NBA,0,1987,25,13
4265,Sonny Weems,NBA,0,2016,43,8
4267,Brant Weidner,NBA,3,1984,9,1
4268,Bob Weiss,NBA,2,1977,47,12
4270,Bonzi Wells,NBA,0,2008,14,10
4271,Bubba Wells,NBA,3,1998,33,1
4272,Owen Wells,NBA,3,1975,27,1
4273,Ralph Wells,NBA,2,1963,23,1
4274,Chris Welp,NBA,1,1990,14,3
4275,Jiri Welsch,NBA,2,2006,24,4
4276,Bill Wennington,NBA,1,2000,54,15
4277,Matt Wenstrom,NBA,1,1994,2,1
4278,Robert Werdann,NBA,1,1997,30,5
4280,David Wesley,NBA,2,2007,48,14
4282,David West,NBA,3,2018,65,15
4283,Delonte West,NBA,2,2012,47,8
4284,Doug West,NBA,0,2001,39,12
4286,Mario West,NBA,2,2011,55,4
4287,Mark West,NBA,0,2000,31,17
4290,Russell Westbrook,NBA,2,2018,47,10
4291,Paul Westphal,NBA,2,1984,45,12
4292,John Wetzel,NBA,0,1976,19,9
4293,Robert Whaley,NBA,1,2006,15,1
4294,Ennis Whatley,NBA,2,1997,48,14
4295,DeJuan Wheat,NBA,2,1999,54,2
4296,Clinton Wheeler,NBA,2,1989,63,2
4297,Tyson Wheeler,NBA,2,1999,61,1
4299,D.J. White,NBA,3,2014,55,6
4300,Derrick White,NBA,2,2018,74,1
