,player_ID,sport,position,retire_year,retire_age,years_played
1458,Leo Gottlieb,NBA,2,1948,3,2
1459,Andrew Goudelock,NBA,2,2016,51,5
1460,Gerald Govan,NBA,0,1976,9,9
1463,Ricky Grace,NBA,2,1994,34,1
1464,Calvin Graham,NBA,2,1968,4,1
1465,Greg Graham,NBA,2,1998,15,5
1466,Joey Graham,NBA,3,2011,50,6
1468,Orlando Graham,NBA,3,1989,62,1
1469,Paul Graham,NBA,0,1994,29,3
1470,Stephen Graham,NBA,2,2011,45,6
1471,Treveon Graham,NBA,2,2018,53,2
1472,Jim Grandholm,NBA,0,1991,26,1
1473,Ron Grandison,NBA,3,1996,2,8
1474,Danny Granger,NBA,3,2015,23,10
1475,Stewart Granger,NBA,2,1987,20,4
1476,Brian Grant,NBA,3,2006,32,12
1477,Bud Grant,NBA,3,1951,1,2
1478,Gary Grant,NBA,2,2001,78,13
1479,Greg Grant,NBA,2,1996,34,7
1480,Harvey Grant,NBA,3,1999,15,11
1481,Horace Grant,NBA,0,2004,32,17
1482,Jerami Grant,NBA,3,2018,43,4
1483,Jerian Grant,NBA,2,2018,49,3
1484,Josh Grant,NBA,3,1994,49,1
1485,Paul Grant,NBA,1,2004,53,6
1486,Travis Grant,NBA,3,1976,13,4
1488,Butch Graves,NBA,2,1985,63,1
1489,Aaron Gray,NBA,1,2014,49,7
1490,Devin Gray,NBA,3,2000,53,4
1491,Ed Gray,NBA,2,1999,36,2
1492,Evric Gray,NBA,3,1997,10,1
1495,Stuart Gray,NBA,0,1991,0,7
1496,Sylvester Gray,NBA,3,1989,3,1
1498,Jeff Grayer,NBA,0,1998,12,10
1499,Bob Greacen,NBA,3,1972,39,3
1500,A.C. Green,NBA,0,2001,42,16
1501,Danny Green,NBA,0,2018,54,9
1502,Devin Green,NBA,2,2006,59,1
1503,Draymond Green,NBA,3,2018,48,6
1504,Erick Green,NBA,2,2016,70,2
1505,Gerald Green,NBA,0,2017,66,12
1506,JaMychal Green,NBA,3,2018,64,4
1507,Jeff Green,NBA,3,2018,48,11
1508,Johnny Green,NBA,0,1973,40,14
1509,Ken Green,NBA,3,1986,25,1
1510,Kenny Green,NBA,3,1987,34,2
1512,Litterial Green,NBA,2,1999,43,7
1515,Rickey Green,NBA,2,1992,10,15
1516,Sean Green,NBA,0,1994,53,3
1517,Si Green,NBA,0,1966,9,10
1518,Sidney Green,NBA,0,1993,57,10
1519,Steve Green,NBA,3,1979,0,4
1520,Taurean Green,NBA,2,2008,63,1
1521,Tommie Green,NBA,2,1979,21,1
1522,Willie Green,NBA,2,2015,54,12
1523,Donte Greene,NBA,3,2012,82,4
1524,Orien Greene,NBA,2,2011,58,6
1525,Jerry Greenspan,NBA,3,1965,18,2
1526,Dave Greenwood,NBA,0,1991,17,12
1528,Lynn Greer,NBA,2,2007,25,1
1529,Gary Gregor,NBA,0,1974,22,6
1530,Claude Gregory,NBA,3,1988,34,3
1533,Kevin Grevey,NBA,0,1985,57,10
1535,Adrian Griffin,NBA,0,2008,89,9
1536,Blake Griffin,NBA,3,2018,88,8
1537,Eddie Griffin,NBA,0,2007,54,6
1538,Greg Griffin,NBA,3,1978,31,1
1539,Paul Griffin,NBA,0,1983,43,7
1540,Taylor Griffin,NBA,3,2010,84,1
1541,Darrell Griffith,NBA,2,1991,44,11
1543,Derek Grimm,NBA,3,1998,43,1
1544,Woody Grimshaw,NBA,2,1947,10,1
1546,Bob Gross,NBA,0,1983,51,8
1547,Mike Grosso,NBA,1,1972,3,1
1550,Dick Grubar,NBA,2,1970,47,1
1551,Anthony Grundy,NBA,2,2006,69,1
1552,Ernie Grunfeld,NBA,0,1986,61,9
1553,Gene Guarilia,NBA,3,1963,48,4
1554,Petur Gudmundsson,NBA,1,1989,45,8
1556,Tom Gugliotta,NBA,3,2005,27,13
1557,Andres Guibert,NBA,0,1995,42,2
1558,Jay Guidinger,NBA,1,1994,9,2
1559,Coulby Gunther,NBA,3,1949,9,3
1561,Al Guokas,NBA,0,1950,19,1
1563,Matt Guokas,NBA,0,1976,29,10
1564,Jorge Gutierrez,NBA,2,2016,91,3
1565,A.J. Guyton,NBA,2,2003,58,3
1566,Rudy Hackett,NBA,3,1977,35,2
1567,Hamed Haddadi,NBA,1,2013,62,5
1571,Glenn Hagan,NBA,2,1982,63,1
1572,Tom Hagan,NBA,2,1971,38,2
1573,Robert Hahn,NBA,1,1950,32,1
1574,Al Hairston,NBA,2,1970,25,2
1575,Happy Hairston,NBA,3,1975,11,11
1576,Lindsay Hairston,NBA,0,1976,31,1
1577,Malik Hairston,NBA,2,2010,26,2
1578,P.J. Hairston,NBA,0,2016,67,2
1579,Marcus Haislip,NBA,3,2010,37,8
1581,Swede Halbrook,NBA,1,1962,43,2
1583,Hal Hale,NBA,2,1968,24,1
1584,Jack Haley,NBA,0,1998,50,10
1586,Mike Hall,NBA,3,2007,17,1
1587,Jeff Halliburton,NBA,2,1973,52,2
1588,Darvin Ham,NBA,3,2005,27,9
1589,Steve Hamer,NBA,1,1997,40,1
1590,Dale Hamilton,NBA,0,1950,15,1
1591,Daniel Hamilton,NBA,0,2018,40,1
1593,Joe Hamilton,NBA,2,1976,1,6
1594,Jordan Hamilton,NBA,0,2016,47,5
1595,Justin Hamilton,NBA,1,2017,74,4
1597,Richard Hamilton,NBA,0,2013,21,14
1598,Roy Hamilton,NBA,2,1981,38,2
1600,Tang Hamilton,NBA,3,2002,29,1
1601,Thomas Hamilton,NBA,1,2000,78,5
1602,Zendon Hamilton,NBA,0,2006,55,6
1603,Geert Hammink,NBA,1,1996,73,3
1604,Julian Hammond,NBA,3,1972,43,5
1605,Tom Hammonds,NBA,3,2001,70,12
1606,A.J. Hammons,NBA,1,2017,30,1
1608,Darrin Hancock,NBA,0,1997,36,3
1609,Ben Handlogten,NBA,1,2005,53,2
1615,Ben Hansbrough,NBA,2,2013,42,1
1616,Tyler Hansbrough,NBA,3,2016,50,7
1617,Bob Hansen,NBA,2,1992,0,9
1619,Lars Hansen,NBA,1,1979,37,1
1620,Travis Hansen,NBA,2,2004,66,1
1621,Reggie Hanson,NBA,3,1998,41,1
1622,Bill Hanzlik,NBA,0,1990,34,10
1623,Luke Harangody,NBA,3,2012,71,2
1624,Anfernee Hardaway,NBA,0,2008,88,15
1625,Tim Hardaway,NBA,2,2003,10,14
1626,Tim Hardaway,NBA,2,2018,78,5
1627,James Harden,NBA,2,2018,72,9
1629,Charlie Hardnett,NBA,0,1965,4,3
1632,James Hardy,NBA,0,1982,18,4
1635,Maurice Harkless,NBA,0,2018,29,6
1638,Jerome Harmon,NBA,2,1995,15,1
1639,Derek Harper,NBA,2,1999,25,16
1640,Justin Harper,NBA,3,2017,70,6
1641,Mike Harper,NBA,0,1982,32,2
1642,Ron Harper,NBA,0,2001,50,15
1643,Matt Harpring,NBA,3,2009,82,11
1644,Montrezl Harrell,NBA,0,2018,85,3
1645,Josh Harrellson,NBA,1,2014,31,3
1646,Adam Harrington,NBA,2,2003,14,1
1647,Al Harrington,NBA,3,2014,20,16
1648,Junior Harrington,NBA,2,2007,16,5
1649,Othella Harrington,NBA,0,2008,38,12
1652,Billy Harris,NBA,2,1975,12,1
1655,Devin Harris,NBA,2,2018,51,14
1656,Elias Harris,NBA,3,2014,20,1
1657,Gary Harris,NBA,2,2018,24,4
1658,Joe Harris,NBA,2,2018,91,4
1659,Lucious Harris,NBA,2,2005,23,12
1660,Manny Harris,NBA,2,2017,39,7
1661,Mike Harris,NBA,3,2014,19,7
1662,Steve Harris,NBA,2,1990,20,5
1663,Terrel Harris,NBA,2,2013,33,2
1664,Tobias Harris,NBA,3,2018,48,7
1665,Tony Harris,NBA,2,1995,52,5
1666,Aaron Harrison,NBA,2,2017,37,2
1667,Andrew Harrison,NBA,2,2018,39,2
1668,Bob Harrison,NBA,2,1958,37,9
1669,David Harrison,NBA,1,2008,53,4
1670,Jason Hart,NBA,2,2010,50,10
1671,Josh Hart,NBA,2,2018,39,1
1672,Antonio Harvey,NBA,0,2003,67,10
1673,Donnell Harvey,NBA,3,2005,65,5
1674,Scott Haskin,NBA,0,1994,6,1
1675,Clem Haskins,NBA,2,1976,26,9
1676,Udonis Haslem,NBA,0,2018,76,15
1677,Trenton Hassell,NBA,2,2010,44,9
1679,Joe Hassett,NBA,2,1983,59,6
1680,Scott Hastings,NBA,0,1993,21,11
1681,Kirk Haston,NBA,3,2003,49,2
1682,Vern Hatton,NBA,2,1962,26,4
1683,John Havlicek,NBA,0,1978,28,16
1684,Spencer Hawes,NBA,0,2017,34,10
1685,Steve Hawes,NBA,0,1984,39,10
1687,Hersey Hawkins,NBA,2,2001,53,13
1688,Juaquin Hawkins,NBA,0,2003,48,1
1690,Michael Hawkins,NBA,2,2001,15,5
1691,Robert Hawkins,NBA,2,1979,0,4
1692,Tom Hawkins,NBA,3,1969,20,10
1693,Nate Hawthorne,NBA,2,1976,49,3
1694,Chuck Hayes,NBA,0,2016,74,11
1695,Elvin Hayes,NBA,0,1984,2,16
1696,Jarvis Hayes,NBA,3,2010,40,7
1697,Jim Hayes,NBA,2,1971,25,1
1698,Steve Hayes,NBA,1,1986,38,5
1699,Gordon Hayward,NBA,0,2018,88,8
1700,Lazar Hayward,NBA,3,2013,46,3
1701,Brendan Haywood,NBA,1,2015,81,14
1702,Spencer Haywood,NBA,0,1983,50,14
1704,Walt Hazzard,NBA,2,1974,9,10
1705,Luther Head,NBA,2,2011,36,6
1706,Shane Heal,NBA,2,2004,40,8
1707,Brian Heaney,NBA,2,1970,14,1
1710,Alvin Heggs,NBA,3,1996,37,1
1711,Tom Heinsohn,NBA,0,1965,1,9
1712,Dick Hemric,NBA,3,1957,5,2
1713,Alan Henderson,NBA,3,2007,33,12
1714,Cedric Henderson,NBA,3,1987,58,1
1715,Cedric Henderson,NBA,3,2002,73,5
1716,Dave Henderson,NBA,2,1988,39,1
1717,Gerald Henderson,NBA,2,1992,68,13
1718,Gerald Henderson,NBA,2,2017,57,8
1719,J.R. Henderson,NBA,3,1999,36,1
1720,Jerome Henderson,NBA,0,1987,20,2
1723,Mark Hendrickson,NBA,3,2000,32,4
1724,Larry Hennessy,NBA,2,1957,10,2
1725,Don Henriksen,NBA,0,1955,31,3
1726,Al Henry,NBA,1,1972,49,2
1729,Conner Henry,NBA,2,1988,13,2
1730,Skeeter Henry,NBA,2,1994,28,1
1731,Xavier Henry,NBA,2,2015,36,5
1732,John Henson,NBA,0,2018,62,6
1733,Steve Henson,NBA,2,1999,77,9
1734,Charles Hentz,NBA,3,1971,23,1
1735,Bill Herman,NBA,2,1950,8,1
1736,Kleggie Hermsen,NBA,0,1953,9,7
1737,Juan Hernangomez,NBA,3,2018,94,2
1738,Willy Hernangomez,NBA,1,2018,77,2
1739,Chris Herren,NBA,2,2001,6,2
1740,Carl Herrera,NBA,3,1999,13,8
1741,Walter Herrmann,NBA,3,2009,107,3
1742,Keith Herron,NBA,0,1982,29,4
1745,Fred Hetzel,NBA,0,1971,19,6
1747,Jack Hewson,NBA,0,1948,2,1
1748,Art Heyman,NBA,0,1970,3,7
1749,Mario Hezonja,NBA,0,2018,58,3
1750,Roy Hibbert,NBA,1,2017,49,9
1752,Phil Hicks,NBA,3,1979,22,3
1753,J.J. Hickson,NBA,0,2016,76,8
1754,Buddy Hield,NBA,2,2018,36,2
1755,Bill Higgins,NBA,2,1975,22,1
1756,Cory Higgins,NBA,2,2013,75,2
1757,Earle Higgins,NBA,3,1971,30,1
1758,Mike Higgins,NBA,3,1991,5,2
1759,Rod Higgins,NBA,3,1995,23,13
1760,Sean Higgins,NBA,0,1998,11,8
1761,Kenny Higgs,NBA,2,1982,36,4
1764,Nene Hilario,NBA,0,2018,50,16
1765,Armond Hill,NBA,2,1984,68,8
1767,Gary Hill,NBA,2,1965,16,2
1768,George Hill,NBA,2,2018,70,10
1769,Grant Hill,NBA,0,2013,32,19
1770,Jordan Hill,NBA,0,2017,56,8
1771,Simmie Hill,NBA,3,1974,53,5
1772,Solomon Hill,NBA,3,2017,88,4
1773,Steven Hill,NBA,1,2009,25,1
1774,Tyrone Hill,NBA,3,2004,17,14
1776,Darrun Hilliard,NBA,2,2018,35,3
1777,Darnell Hillman,NBA,0,1980,20,9
1778,Fred Hilton,NBA,0,1973,52,2
1779,Kirk Hinrich,NBA,2,2016,91,13
1780,Roy Hinson,NBA,0,1991,50,8
1781,Mel Hirsch,NBA,2,1947,7,1
1783,Robert Hite,NBA,2,2007,82,1
1784,Darington Hobson,NBA,2,2012,33,1
1785,Donald Hodge,NBA,1,1996,6,5
1786,Julius Hodge,NBA,2,2007,18,2
1787,Craig Hodges,NBA,2,1992,36,10
1788,Charlie Hoefer,NBA,2,1948,23,2
1790,Bob Hogsett,NBA,3,1968,17,2
1791,Paul Hogue,NBA,1,1964,11,2
1792,Fred Hoiberg,NBA,2,2005,21,10
1794,Randy Holcomb,NBA,3,2006,11,1
1795,Jrue Holiday,NBA,2,2018,73,9
1796,Justin Holiday,NBA,2,2018,25,6
1797,Brad Holland,NBA,2,1982,52,3
1798,Joe Holland,NBA,3,1952,6,3
1799,John Holland,NBA,0,2018,57,1
1800,Wilbur Holland,NBA,2,1979,58,4
1801,Lionel Hollins,NBA,2,1985,51,10
1802,Ryan Hollins,NBA,1,2016,96,10
1803,Essie Hollis,NBA,3,1979,5,1
1804,Rondae Hollis-Jefferson,NBA,3,2018,28,3
1806,Richaun Holmes,NBA,0,2018,26,3
1807,Jim Holstein,NBA,0,1956,10,4
1808,A.W. Holt,NBA,3,1971,27,1
1809,Mike Holton,NBA,2,1990,49,6
1810,Dick Holub,NBA,1,1948,14,1
1813,Jerald Honeycutt,NBA,0,1999,10,2
1814,Tyler Honeycutt,NBA,3,2013,81,2
1815,Derek Hood,NBA,3,2000,43,1
1816,Rodney Hood,NBA,0,2018,32,4
1817,Bobby Hooper,NBA,2,1969,3,1
1818,Carroll Hooser,NBA,3,1968,30,1
1819,Tom Hoover,NBA,1,1969,6,6
1821,Dave Hoppen,NBA,0,1993,23,6
1822,Dennis Hopson,NBA,0,1992,25,5
1823,Scotty Hopson,NBA,2,2014,68,1
1824,Johnny Horan,NBA,3,1956,24,1
1826,Al Horford,NBA,0,2018,40,11
1827,Tito Horford,NBA,1,1994,23,6
1829,Jeff Hornacek,NBA,2,2000,33,14
1830,Dennis Horner,NBA,3,2012,45,1
1831,Robert Horry,NBA,3,2008,23,16
1832,Ed Horton,NBA,3,1990,42,1
1835,Danuel House,NBA,2,2018,64,2
1836,Eddie House,NBA,2,2011,55,11
1837,Allan Houston,NBA,2,2005,35,12
1838,Byron Houston,NBA,3,1996,59,4
1839,Tom Hovasse,NBA,3,1995,73,1
1840,Brian Howard,NBA,3,1993,37,2
1841,Dwight Howard,NBA,1,2018,34,14
1842,Greg Howard,NBA,0,1972,28,2
1843,Josh Howard,NBA,0,2013,37,10
1844,Juwan Howard,NBA,3,2013,30,19
1846,Otis Howard,NBA,3,1979,4,1
1847,Stephen Howard,NBA,3,1998,36,6
1848,Bailey Howell,NBA,3,1971,11,12
1850,Phil Hubbard,NBA,0,1989,10,10
1851,Lester Hudson,NBA,2,2015,42,6
1853,Troy Hudson,NBA,2,2008,60,11
1854,Marcelo Huertas,NBA,2,2017,38,2
1855,Josh Huestis,NBA,3,2018,56,3
1856,Nate Huffman,NBA,1,2003,18,1
1857,Alfredrick Hughes,NBA,0,1986,52,1
1858,Eddie Hughes,NBA,2,1990,10,3
1859,Kim Hughes,NBA,1,1981,16,6
1860,Larry Hughes,NBA,2,2012,28,14
1861,Rick Hughes,NBA,3,2000,58,1
1862,Robbie Hummel,NBA,3,2015,45,2
1864,Ryan Humphrey,NBA,3,2005,12,3
1865,Jay Humphries,NBA,2,1995,14,11
1866,Kris Humphries,NBA,0,2017,23,13
1868,Brandon Hunter,NBA,3,2005,83,2
1869,Cedric Hunter,NBA,2,1992,35,1
1870,Chris Hunter,NBA,3,2010,85,1
1871,Les Hunter,NBA,0,1973,45,9
1872,Lindsey Hunter,NBA,2,2010,82,17
1873,Othello Hunter,NBA,3,2010,62,2
1874,R.J. Hunter,NBA,2,2017,61,2
1875,Steven Hunter,NBA,1,2010,21,9
1876,Vince Hunter,NBA,3,2018,34,1
1877,Bobby Hurley,NBA,2,1998,23,5
1879,Geoff Huston,NBA,2,1987,7,8
1881,Mel Hutchins,NBA,0,1958,20,7
1882,Joe Hutton,NBA,2,1952,1,2
1885,Serge Ibaka,NBA,0,2018,21,9
1886,Andre Iguodala,NBA,0,2018,87,14
1887,Zydrunas Ilgauskas,NBA,1,2011,66,14
1888,Mile Ilic,NBA,1,2007,41,1
1889,Didier Ilunga-Mbenga,NBA,1,2011,63,7
1890,Ersan Ilyasova,NBA,3,2018,26,12
1892,Tom Ingelsby,NBA,2,1976,28,3
1893,Joe Ingles,NBA,0,2018,50,4
1894,Damien Inglis,NBA,3,2016,41,1
1895,Brandon Ingram,NBA,3,2018,73,2
1897,Ervin Inniger,NBA,2,1969,21,2
1899,George Irvine,NBA,0,1976,30,6
1900,Kyrie Irving,NBA,2,2018,35,7
1901,Jonathan Isaac,NBA,3,2018,75,1
1902,Dan Issel,NBA,0,1985,12,15
1903,Mike Iuzzolino,NBA,2,1993,7,2
1904,Allen Iverson,NBA,2,2010,25,14
1906,Royal Ivey,NBA,2,2014,62,10
1907,Elvin Ivory,NBA,3,1969,2,1
1908,Wesley Iwundu,NBA,3,2018,42,1
1909,Warren Jabali,NBA,0,1975,5,7
1910,Jarrett Jack,NBA,2,2018,21,13
1912,Bobby Jackson,NBA,2,2009,68,12
1913,Cedric Jackson,NBA,2,2010,29,1
1914,Darnell Jackson,NBA,3,2011,36,3
1915,Demetrius Jackson,NBA,2,2018,53,2
1916,Greg Jackson,NBA,2,1975,29,1
1917,Jaren Jackson,NBA,0,2002,38,13
1918,Jermaine Jackson,NBA,2,2006,57,7
1919,Jim Jackson,NBA,2,2006,42,14
1920,Josh Jackson,NBA,0,2018,73,1
1921,Justin Jackson,NBA,0,2018,27,1
1922,Luke Jackson,NBA,0,1972,10,8
1923,Luke Jackson,NBA,3,2008,32,4
1924,Marc Jackson,NBA,1,2007,17,7
1925,Mark Jackson,NBA,2,2004,34,17
1927,Michael Jackson,NBA,2,1990,48,3
1928,Mike Jackson,NBA,3,1976,18,4
1929,Myron Jackson,NBA,2,1987,28,1
1930,Phil Jackson,NBA,0,1980,29,13
1931,Pierre Jackson,NBA,2,2017,95,1
1932,Ralph Jackson,NBA,2,1985,4,1
1933,Randell Jackson,NBA,3,2000,25,2
1934,Reggie Jackson,NBA,2,2018,51,7
1935,Stanley Jackson,NBA,2,1994,42,1
1936,Stephen Jackson,NBA,0,2014,29,14
1937,Tony Jackson,NBA,0,1969,19,2
1939,Tracy Jackson,NBA,0,1984,59,3
1940,Wardell Jackson,NBA,3,1975,10,1
1942,Casey Jacobsen,NBA,0,2008,24,6
1943,Sam Jacobson,NBA,0,2001,26,3
1944,Dave Jamerson,NBA,0,1994,4,4
1945,Aaron James,NBA,3,1979,3,5
1946,Bernard James,NBA,1,2015,39,3
1948,Damion James,NBA,0,2014,94,4
1949,Gene James,NBA,3,1951,27,3
1950,Henry James,NBA,3,1998,20,8
1951,Jerome James,NBA,1,2009,89,11
1952,LeBron James,NBA,0,2018,75,15
1953,Mike James,NBA,2,2014,38,13
1954,Mike James,NBA,2,2018,32,1
1955,Tim James,NBA,3,2002,85,3
1956,Antawn Jamison,NBA,3,2014,60,16
1957,Harold Jamison,NBA,3,2002,22,3
1960,Marko Jaric,NBA,2,2009,19,7
1963,Sarunas Jasikevicius,NBA,2,2007,26,2
1964,Nathan Jawai,NBA,0,2010,21,2
1967,Chris Jefferies,NBA,0,2004,15,2
1968,Othyus Jeffers,NBA,2,2014,46,5
1969,Al Jefferson,NBA,0,2018,48,14
1970,Cory Jefferson,NBA,3,2016,49,2
1971,Dontell Jefferson,NBA,2,2009,22,1
1972,Richard Jefferson,NBA,3,2018,25,17
1973,Jared Jeffries,NBA,3,2013,30,11
1974,Charles Jenkins,NBA,2,2013,68,2
1975,Horace Jenkins,NBA,2,2005,18,1
1976,John Jenkins,NBA,2,2017,38,5
1977,Brandon Jennings,NBA,2,2017,34,8
1978,Keith Jennings,NBA,2,1995,8,3
1979,Chris Jent,NBA,3,1997,65,4
1980,Les Jepsen,NBA,1,1992,18,2
1981,Jonas Jerebko,NBA,3,2018,29,9
1982,Grant Jerrett,NBA,3,2015,95,1
1983,Eugene Jeter,NBA,2,2011,46,1
1985,Yi Jianlian,NBA,3,2012,48,5
1986,Britton Johnsen,NBA,3,2005,22,2
1987,Alexander Johnson,NBA,3,2008,59,2
1988,Amir Johnson,NBA,0,2018,61,13
1990,Anthony Johnson,NBA,2,2010,20,13
1991,Armon Johnson,NBA,2,2012,56,2
1993,Avery Johnson,NBA,2,2004,9,16
1994,Brice Johnson,NBA,3,2018,53,2
1995,Buck Johnson,NBA,3,1993,23,7
1996,Carldell Johnson,NBA,2,2012,37,1
1997,Charles Johnson,NBA,2,1979,25,7
1998,Cheese Johnson,NBA,0,1980,0,1
1999,Chris Johnson,NBA,1,2013,69,3
2000,Chris Johnson,NBA,0,2016,61,4
2001,Clay Johnson,NBA,2,1984,25,3
2002,Clemon Johnson,NBA,0,1988,22,10
2003,Dakari Johnson,NBA,1,2018,51,1
2004,Darryl Johnson,NBA,2,1996,38,1
2005,Dave Johnson,NBA,0,1994,47,2
2006,DeMarco Johnson,NBA,3,2000,52,1
2007,Dennis Johnson,NBA,2,1990,34,14
2008,DerMarr Johnson,NBA,3,2008,70,8
2009,Ed Johnson,NBA,1,1971,51,3
2010,Eddie Johnson,NBA,2,1987,3,10
2011,Eddie Johnson,NBA,0,1999,10,18
2012,Eric Johnson,NBA,2,1990,3,1
2013,Ervin Johnson,NBA,1,2006,25,13
2014,Frank Johnson,NBA,2,1994,47,13
2015,George Johnson,NBA,1,1974,9,4
2016,George Johnson,NBA,0,1986,24,14
2017,George Johnson,NBA,0,1986,8,8
2018,Gus Johnson,NBA,0,1973,7,10
2020,Ivan Johnson,NBA,3,2013,44,2
2021,JaJuan Johnson,NBA,3,2012,55,1
2022,James Johnson,NBA,3,2018,38,9
2023,Joe Johnson,NBA,0,2018,59,17
2024,John Johnson,NBA,3,1982,26,12
2025,Kannard Johnson,NBA,3,1988,36,1
2026,Ken Johnson,NBA,3,1986,43,1
2027,Ken Johnson,NBA,0,2003,11,1
2028,Kevin Johnson,NBA,2,2000,51,13
2030,Larry Johnson,NBA,3,2001,80,10
2031,Lee Johnson,NBA,3,1981,24,1
2032,Linton Johnson,NBA,3,2009,63,6
2033,Magic Johnson,NBA,0,1996,58,17
2035,Mickey Johnson,NBA,3,1986,24,12
2036,Neil Johnson,NBA,0,1973,16,7
2037,Nick Johnson,NBA,2,2015,71,1
2039,Orlando Johnson,NBA,2,2016,24,4
2044,Stanley Johnson,NBA,3,2018,89,3
2045,Steffond Johnson,NBA,3,1987,27,1
2047,Stew Johnson,NBA,0,1976,38,9
2048,Trey Johnson,NBA,2,2012,34,4
2049,Tyler Johnson,NBA,2,2018,56,4
2050,Vinnie Johnson,NBA,2,1992,21,13
2051,Wesley Johnson,NBA,0,2018,52,8
2052,Darius Johnson-Odom,NBA,2,2014,63,2
2053,Nate Johnston,NBA,3,1990,6,1
2054,Neil Johnston,NBA,1,1959,9,8
2055,Jim Johnstone,NBA,0,1983,26,1
2056,Nikola Jokic,NBA,0,2018,56,3
2058,Alvin Jones,NBA,1,2002,53,1
2059,Anthony Jones,NBA,0,1990,10,4
2060,Askia Jones,NBA,2,1995,0,1
2061,Bill Jones,NBA,3,1989,13,1
2063,Bobby Jones,NBA,3,2008,11,2
2064,Caldwell Jones,NBA,0,1990,2,17
2065,Charles Jones,NBA,0,1998,23,15
2066,Charles Jones,NBA,3,1989,6,5
2067,Charles Jones,NBA,2,2000,48,2
2068,Collis Jones,NBA,3,1975,14,4
2069,Dahntay Jones,NBA,0,2017,46,14
2070,Damian Jones,NBA,0,2018,62,2
2071,Damon Jones,NBA,2,2009,30,11
2072,DeQuan Jones,NBA,3,2013,54,1
2073,Derrick Jones,NBA,3,2018,69,2
2074,Dominique Jones,NBA,2,2013,20,3
2075,Dontae' Jones,NBA,3,1998,18,1
2076,Dwayne Jones,NBA,0,2010,65,5
2077,Dwight Jones,NBA,0,1983,40,10
2078,Earl Jones,NBA,1,1986,7,2
2079,Eddie Jones,NBA,0,2008,76,14
2081,Fred Jones,NBA,0,2009,67,7
2082,Hutch Jones,NBA,3,1984,31,2
2083,Jake Jones,NBA,2,1972,11,1
2084,Jalen Jones,NBA,2,2018,43,1
2085,James Jones,NBA,0,2017,72,14
2086,Jimmy Jones,NBA,2,1977,17,10
2088,Jumaine Jones,NBA,3,2007,37,8
2089,K.C. Jones,NBA,2,1967,21,9
2090,Kevin Jones,NBA,3,2013,59,1
2091,Larry Jones,NBA,0,1974,41,10
2092,Major Jones,NBA,3,1985,19,6
2093,Mark Jones,NBA,2,1984,0,1
2094,Mark Jones,NBA,2,2005,63,1
2097,Perry Jones,NBA,3,2015,89,3
2098,Popeye Jones,NBA,3,2004,62,11
2099,Rich Jones,NBA,0,1977,30,8
2100,Robin Jones,NBA,0,1978,42,2
2102,Shelton Jones,NBA,3,1989,35,1
2103,Solomon Jones,NBA,3,2014,26,8
2104,Steve Jones,NBA,0,1976,21,9
2105,Terrence Jones,NBA,3,2017,31,5
2106,Tyus Jones,NBA,2,2018,55,3
2108,Wali Jones,NBA,2,1976,8,12
2109,Wil Jones,NBA,3,1978,22,9
2110,Willie Jones,NBA,2,1965,32,5
2111,Adonis Jordan,NBA,2,1999,78,6
2112,Charles Jordan,NBA,3,1976,51,1
2113,DeAndre Jordan,NBA,1,2018,98,10
2115,Jerome Jordan,NBA,1,2015,42,4
2116,Michael Jordan,NBA,0,2003,15,19
2117,Reggie Jordan,NBA,2,2000,43,7
2118,Thomas Jordan,NBA,0,1993,42,1
2119,Walter Jordan,NBA,3,1981,36,1
2120,Phil Jordon,NBA,0,1963,7,7
2121,Johnny Jorgensen,NBA,0,1949,24,2
2122,Noble Jorgensen,NBA,1,1953,25,7
2123,Roger Jorgensen,NBA,0,1947,15,1
2124,Cory Joseph,NBA,2,2018,36,7
2125,Garth Joseph,NBA,1,2001,8,1
2126,Kris Joseph,NBA,3,2013,21,1
2127,Yvon Joseph,NBA,1,1986,67,1
2129,Butch Joyner,NBA,3,1969,50,1
2132,George Kaftan,NBA,3,1953,30,5
2134,Chris Kaman,NBA,1,2016,93,13
2135,Frank Kaminsky,NBA,0,2018,72,3
2136,Enes Kanter,NBA,1,2018,33,7
2137,Ralph Kaplowitz,NBA,0,1948,33,2
2138,Jason Kapono,NBA,3,2012,53,9
2139,Tony Kappen,NBA,2,1947,18,1
2140,Sergey Karasev,NBA,0,2016,80,3
2141,Coby Karl,NBA,2,2010,40,3
2143,Ed Kasid,NBA,2,1947,0,1
2144,Mario Kasun,NBA,1,2006,62,2
2145,Leo Katkaveck,NBA,2,1950,28,2
2146,Bob Kauffman,NBA,0,1975,22,7
2147,Sasha Kaun,NBA,1,2016,55,1
2148,Wilbert Kautz,NBA,0,1947,2,1
2149,Clarence Kea,NBA,3,1982,64,2
2151,Tommy Kearns,NBA,2,1959,35,1
2152,Adam Keefe,NBA,3,2001,44,9
2153,Harold Keeling,NBA,2,1986,37,1
2154,Bill Keller,NBA,2,1976,7,7
2155,Gary Keller,NBA,0,1969,5,2
2159,Arvesta Kelly,NBA,2,1972,23,5
2160,Jerry Kelly,NBA,3,1948,1,2
2161,Ryan Kelly,NBA,3,2017,79,4
2163,Greg Kelser,NBA,3,1985,55,6
2164,Ben Kelso,NBA,2,1974,0,1
2165,Shawn Kemp,NBA,0,2003,71,14
